target_smiles,ref_smiles,target_diff,ref_diff
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,NC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,"([('1,2-Diol', 1, [(14, 13, 15, 16)])], [])","([('Amide', 1, [(1, 2, 0)])], [])"
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NC(CO)CO,"([('1,2-Diol', 1, [(14, 13, 15, 16)])], [])","([('Hydroxy', 2, [(29,), (31,)]), ('Amide', 1, [(1, 0, 26)])], [('C3 alkane', 1, [(27, 28, 30)])])"
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NO,"([('1,2-Diol', 1, [(14, 13, 15, 16)])], [])","([('Hydroxamic acid', 1, [(1, 0, 26, 27)])], [])"
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)ccc2[nH]1,"([('6H-thieno[2,3-b]pyrrole', 1, [(19, 20, 21, 22, 23, 25, 26, 27)])], [])","([('1H-indole', 1, [(23, 25, 26, 27, 28, 19, 20, 21, 22)])], [])"
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,O=C(NC1Cc2ccccc2N(CCO)C1=O)c1cc2cc(Cl)sc2[nH]1,"([('1,2-Diol', 1, [(14, 13, 15, 16)])], [])","([('Hydroxy', 1, [(14,)])], [('C1 alkane', 1, [(13,)])])"
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO,"([('1,2-Diol', 1, [(14, 13, 15, 16)])], [])","([('Hydroxy', 1, [(29,)]), ('Amide', 1, [(1, 0, 26)])], [('C2 alkane', 1, [(27, 28)])])"
Cc1cccc(C[C@H](NC(=O)c2cc(C(C)(C)C)nn2C)C(=O)NCC#N)c1,Cn1cc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1,"([], [])","([('pyrazole', 1, [(3, 2, 1, 32, 31)])], [])"
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2C)n1,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2F)n1,"([], [('C1 alkane', 1, [(32,)])])","([('Arylfluoride', 1, [(32,)])], [])"
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2C)n1,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,"([], [('C1 alkane', 1, [(32,)])])","([], [])"
CS(=O)(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,CNS(=O)(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,"([('Sulfonyl', 1, [(1, 2, 3)])], [])","([('Sulfonamide', 1, [(2, 3, 4, 1)])], [])"
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,"([('pyridine', 1, [(13, 12, 11, 17, 16, 14)])], [])","([('pyrimidine', 1, [(14, 13, 12, 11, 17, 16)])], [])"
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,"([], [('C1 alkane', 1, [(23,)])])","([], [])"
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,Cc1cc(Nc2nc(O[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,"([('Amine', 1, [(8,)])], [])","([('Ether', 1, [(8,)])], [])"
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)n[nH]1,"([('pyrazine', 1, [(5, 22, 21, 18, 7, 6)])], [('C1 alkane', 1, [(23,)])])","([('Arylfluoride', 1, [(23,)]), ('pyridine', 1, [(21, 18, 7, 6, 5, 22)])], [])"
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,Cc1cc(Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,"([('Amine', 1, [(8,)])], [])","([('Ether', 1, [(8,)])], [])"
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)cnn2-c2ccccc2)cc1,CNC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,"([], [('C6 alkane', 1, [(15, 16, 17, 18, 19, 20)])])","([], [])"
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)cnn2-c2ccccc2)cc1,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)cnn2-c2ccccc2)cc1,"([], [('C1 alkane', 1, [(20,)])])","([], [])"
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)cnn2-c2ccccc2)cc1,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)c(C)nn2-c2ccccc2)cc1,"([], [])","([], [('C1 alkane', 1, [(22,)])])"
Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,Oc1ccc2nc(-c3ccccc3)sc2c1,"([('Amine', 1, [(0,)])], [])","([], [])"
Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,Oc1ccc(-c2nc3ccc(O)cc3s2)cc1,"([('Amine', 1, [(0,)])], [])","([('Phenol', 1, [(0,)])], [])"
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,CS(=O)(=O)c1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,"([('Ether', 1, [(1,)])], [])","([('Sulfonyl', 1, [(1, 2, 3)])], [])"
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccc(F)cc2)CC1,"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([('Arylfluoride', 1, [(22,)])], [])"
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)cc1,"([], [])","([], [('C2 alkane', 1, [(24, 25)])])"
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccc(C#N)cc2)CC1,"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([('Nitrile', 1, [(23, 22)])], [])"
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccccc2)CC1,"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [])"
CO[C@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NCc1ccc2c(n1)NC(=O)CO2,N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1,"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([('Fluoride', 1, [(31,)])], [])"
CC(C)(CCCCCOCCc1ccccc1)NCCc1ccc(O)c2nc(O)sc12,Oc1nc2c(O)ccc(CCNCCCCCCOCCc3ccccc3)c2s1,"([], [('C1 alkane', 2, [(0,), (2,)])])","([], [])"
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(NC(=O)C2(c3ccc(Cl)cc3)CCCC2)o1,"([], [])","([], [('C5 alkane', 1, [(22, 30, 31, 32, 33)])])"
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,CC(C)(C(=O)Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])"
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(NC(=O)C2(c3ccc(Cl)cc3)CCC2)o1,"([], [])","([], [('C4 alkane', 1, [(22, 30, 31, 32)])])"
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccccc1,"([('Arylchloride', 1, [(27,)])], [])","([], [])"
COc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1,Cc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1,"([('Ether', 1, [(1,)])], [])","([], [])"
COc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1,Cc1cn([C@H]2CCCN(Cc3cccc(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([('Arylbromide', 1, [(21,)])], [])"
COc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1,Cc1cn(C2CCCN(Cc3cccc(Oc4ccc(Cl)cc4)c3)C2)c(=O)[nH]c1=O,"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([('Arylchloride', 1, [(20,)])], [])"
COc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1,Cc1cn(C2CCCN(Cc3cccc(Oc4ccccc4)c3)C2)c(=O)[nH]c1=O,"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [])"
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,"([], [])","([], [('C1 alkane', 1, [(3,)])])"
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,O=C(O)c1cccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,"([], [])","([], [('C1 alkane', 1, [(8,)])])"
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,"([], [])","([], [('C1 alkane', 1, [(3,)])])"
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,O=C(O)COc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,"([], [])","([('Ether', 1, [(4,)])], [('C1 alkane', 1, [(3,)])])"
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,CNCCC(Oc1ccccc1OC)c1ccccc1,"([], [])","([('Ether', 1, [(12,)])], [])"
COc1cnc(-c2ccccn2)nc1N(C)C,COc1cnc(-c2ccccn2)nc1N(C)c1ccccc1,"([], [('C1 alkane', 1, [(15,)])])","([('Benzene', 1, [(16, 17, 18, 19, 20, 21)])], [])"
c1ccc(-c2cc(NCCCCCCCCNc3cc(-c4ccccc4)nc4ccccc34)c3ccccc3n2)cc1,c1ccc(-c2cc(NCCCCNc3cc(-c4ccccc4)nc4ccccc34)c3ccccc3n2)cc1,"([], [('C4 alkane', 1, [(8, 9, 10, 11)])])","([], [])"
CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,CC1(c2c(C(=O)NC3C4CC5CC(C4)CC3C5)cnn2-c2ccc(C(=O)O)cc2)CC1,"([('Thioether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [('C4 alkane', 1, [(0, 1, 29, 30)])])"
CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,CCc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,"([('Thioether', 1, [(1,)])], [])","([], [('C1 alkane', 1, [(0,)])])"
CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCCC2)cc1,"([('Thioether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [('C5 alkane', 1, [(25, 26, 27, 28, 29)])])"
CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,Cc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,"([('Thioether', 1, [(1,)])], [])","([], [])"
CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C(F)(F)F)cc1,"([('Thioether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([('Trifluoromethyl', 1, [(26, 25, 27, 28)])], [])"
CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,CC(C)c1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,"([('Thioether', 1, [(1,)])], [])","([], [('C1 alkane', 2, [(0,), (2,)])])"
CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCC2)cc1,"([('Thioether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [('C4 alkane', 1, [(25, 26, 27, 28)])])"
CNC1=Nc2ncccc2C(c2ncco2)=NC1c1cccs1,CNC1=Nc2ncccc2C(c2ccco2)=NC1c1cccs1,"([('oxazole', 1, [(13, 14, 15, 11, 12)])], [])","([('furan', 1, [(12, 13, 14, 15, 11)])], [])"
CNC1=Nc2ncccc2C(c2ncco2)=NC1c1cccs1,CNC1=Nc2ncccc2C(c2cccs2)=NC1c1cccs1,"([('oxazole', 1, [(13, 14, 15, 11, 12)])], [])","([('thiophene', 1, [(12, 13, 14, 15, 11)])], [])"
CNC1=Nc2ncccc2C(c2ncco2)=NC1c1cccs1,CNC1=Nc2ncccc2C(c2ccccc2)=NC1c1cccs1,"([('oxazole', 1, [(13, 14, 15, 11, 12)])], [])","([('Benzene', 1, [(11, 12, 13, 14, 15, 16)])], [])"
CS(=O)(=O)C1(c2cc(N3CC4CCC(C3)O4)nc(-c3cccc4[nH]ccc34)n2)CC1,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,"([('tetrahydrofuran', 1, [(11, 12, 13, 15, 10)])], [])","([], [])"
CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)nc2)C[C@@H]1F,"([('Benzene', 1, [(21, 22, 23, 24, 29, 30)])], [])","([('pyridine', 1, [(22, 21, 30, 29, 24, 23)])], [])"
CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,CO[C@@H]1CN(Cc2ccc(C(F)(F)F)cc2)CC[C@@H]1N(C)C(=O)Cc1ccc(-n2cnnn2)cc1,"([('Fluoride', 1, [(33,)])], [])","([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])"
CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cn2)C[C@@H]1F,"([('Benzene', 1, [(21, 22, 23, 24, 29, 30)])], [])","([('pyridine', 1, [(23, 22, 21, 30, 29, 24)])], [])"
CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,"([('Fluoride', 1, [(33,)])], [])","([], [])"
CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,CO[C@H]1CN(Cc2ccc(C(F)(F)F)cc2)CC[C@H]1N(C)C(=O)Cc1ccc(-n2cnnn2)cc1,"([('Fluoride', 1, [(33,)])], [])","([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])"
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,"([('Ketone', 1, [(1, 2)])], [('C1 alkane', 1, [(0,)])])","([('Hydroxy', 1, [(17,)])], [])"
CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1,CS(=O)(=O)c1ccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)s1,"([('Benzene', 1, [(4, 5, 6, 7, 8, 9)])], [])","([('thiophene', 1, [(5, 6, 7, 30, 4)])], [])"
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,"([('thiazole', 1, [(8, 9, 10, 11, 12)])], [])","([('Nitrile', 1, [(13, 12)]), ('Benzene', 1, [(8, 9, 10, 11, 14, 15)])], [])"
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,Cc1ccc(NC(=O)c2ccccc2F)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,"([('thiazole', 1, [(8, 9, 10, 11, 12)])], [])","([('Arylfluoride', 1, [(14,)]), ('Benzene', 1, [(8, 9, 10, 11, 12, 13)])], [])"
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,Cc1ccc(NC(=O)c2ccno2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,"([('thiazole', 1, [(8, 9, 10, 11, 12)])], [])","([('isoxazole', 1, [(9, 10, 11, 12, 8)])], [])"
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,"([('thiazole', 1, [(8, 9, 10, 11, 12)])], [])","([], [('C3 alkane', 1, [(8, 9, 10)])])"
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,Cc1ccc(NC(=O)c2cccnc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,"([('thiazole', 1, [(8, 9, 10, 11, 12)])], [])","([('pyridine', 1, [(9, 8, 13, 12, 11, 10)])], [])"
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,COc1ccccc1C(=O)Nc1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,"([('thiazole', 1, [(8, 9, 10, 11, 12)])], [])","([('Ether', 1, [(1,)]), ('Benzene', 1, [(2, 3, 4, 5, 6, 7)])], [('C1 alkane', 1, [(0,)])])"
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,Cc1ccc(NC(=O)c2ccoc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,"([('thiazole', 1, [(8, 9, 10, 11, 12)])], [])","([('furan', 1, [(8, 9, 10, 11, 12)])], [])"
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,COc1cccc(C(=O)Nc2ccc(C)c(-n3cnc4ccc(N5CCN(C)CC5)cc4c3=O)c2)c1,"([('thiazole', 1, [(8, 9, 10, 11, 12)])], [])","([('Ether', 1, [(1,)]), ('Benzene', 1, [(2, 3, 4, 5, 6, 35)])], [('C1 alkane', 1, [(0,)])])"
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,"([('thiazole', 1, [(8, 9, 10, 11, 12)])], [])","([('Benzene', 1, [(8, 9, 10, 11, 12, 19)]), ('morpholine', 1, [(14, 15, 16, 17, 18, 13)])], [])"
Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,C#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,"([], [('C3 alkane', 1, [(12, 13, 14)])])","([('Alkyne', 1, [(0, 1)])], [])"
Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,C#CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,"([], [('C2 alkane', 1, [(13, 14)])])","([('Alkyne', 1, [(0, 1)])], [])"
Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,Cn1cc(C#N)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,"([('imidazole', 1, [(4, 5, 1, 2, 3)])], [('C3 alkane', 1, [(12, 13, 14)])])","([('Nitrile', 1, [(5, 4)]), ('1H-pyrrole', 1, [(3, 6, 7, 1, 2)])], [])"
Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,"([], [('C2 alkane', 1, [(13, 14)])])","([], [('C1 alkane', 1, [(0,)])])"
