target_smiles,target_mapped_smiles,ref_smiles,ref_mapped_smiles,target_diff,ref_diff,disconnect_list,connect_dict,target_label,ref_label,property_name
CN1C2CCC1CC(OC(=O)[C@H](CO)c1ccccc1)C2,[CH3:0][N:1]1[CH:2]2[CH2:3][CH2:4][CH:5]1[CH2:6][CH:7]([O:8][C:9](=[O:10])[C@H:11]([CH2:12][OH:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[CH2:20]2,CN1[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,[CH3:0][N:1]1[C@@H:2]2[CH2:3][CH:4]([O:5][C:6](=[O:7])[C@H:8]([CH2:9][OH:10])[c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[CH2:17][C@H:18]1[C@@H:19]1[O:20][C@H:21]21,"([('pyrrolidine', 1, [(3, 4, 5, 1, 2)])], [])","([('morpholine', 1, [(2, 21, 20, 19, 18, 1)])], [])","[('pyrrolidine', [(3, 4, 5, 1, 2)])]","defaultdict(<class 'list'>, {'morpholine ([N:1]1[CH:2][C@@H:21]2[C@H:19]([CH:18]1)[O:20]2)': [(2, 6, 'target molecule'), (18, 20, 'target molecule'), (1, 0, None)]})",1.0,0.0,blood-brain barrier penetration
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,[CH3:0][CH2:1][CH2:2][CH:3]([CH3:4])[C:5]1([CH2:6][CH3:7])[C:8](=[O:9])[NH:10][C:11](=[O:12])[NH:13][C:14]1=[O:15],CCC(C)C1(CC)C(=O)NC(=O)NC1=O,[CH3:0][CH2:1][CH:2]([CH3:3])[C:4]1([CH2:5][CH3:6])[C:7](=[O:8])[NH:9][C:10](=[O:11])[NH:12][C:13]1=[O:14],"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,blood-brain barrier penetration
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,[CH3:0][CH2:1][CH2:2][CH:3]([CH3:4])[C:5]1([CH2:6][CH3:7])[C:8](=[O:9])[NH:10][C:11](=[O:12])[NH:13][C:14]1=[O:15],CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,[CH3:0][CH2:1][CH2:2][CH:3]([CH3:4])[C:5]1([CH2:6][CH3:7])[C:8](=[O:9])[NH:10][C:11](=[S:12])[NH:13][C:14]1=[O:15],"([('Barbiturate', 1, [(5, 8, 9, 10, 11, 12, 13, 14, 15)])], [])","([('Lactam', 2, [(8, 9, 10), (14, 15, 13)]), ('Thiourea', 1, [(10, 11, 12, 13)])], [('C1 alkane', 1, [(7,)])])","[('Barbiturate', [(5, 8, 9, 10, 11, 12, 13, 14, 15)])]","defaultdict(<class 'list'>, {'Lactam ([NH:13][C:14]=[O:15])': [(14, 6, 'target molecule'), (13, 11, 'Thiourea ([NH:10][C:11](=[S:12])[NH:13])')], 'Lactam ([C:8](=[O:9])[NH:10])': [(8, 6, 'target molecule'), (10, 11, 'Thiourea ([NH:10][C:11](=[S:12])[NH:13])')], 'C1 alkane ([CH3:7])': [(7, 7, 'target molecule')], 'Thiourea ([NH:10][C:11](=[S:12])[NH:13])': [(10, 8, 'Lactam ([C:8](=[O:9])[NH:10])'), (13, 14, 'Lactam ([NH:13][C:14]=[O:15])')]})",1.0,0.0,blood-brain barrier penetration
CCOC(=O)c1cncn1C(C)c1ccccc1,[CH3:0][CH2:1][O:2][C:3](=[O:4])[c:5]1[cH:6][n:7][cH:8][n:9]1[CH:10]([CH3:11])[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,CCOC(=O)c1cncn1C(C)c1ccc(F)cc1,[CH3:0][CH2:1][O:2][C:3](=[O:4])[c:5]1[cH:6][n:7][cH:8][n:9]1[CH:10]([CH3:11])[c:12]1[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]1,"([], [])","([('Arylfluoride', 1, [(16,)])], [])",[],"defaultdict(<class 'list'>, {'Arylfluoride ([F:16])': [(16, 15, 'target molecule')]})",1.0,1.0,blood-brain barrier penetration
CCOC(=O)c1cncn1C(C)c1ccccc1,[CH3:0][CH2:1][O:2][C:3](=[O:4])[c:5]1[cH:6][n:7][cH:8][n:9]1[CH:10]([CH3:11])[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,COC(=O)c1cncn1C(C)c1ccccc1,[CH3:0][O:1][C:2](=[O:3])[c:4]1[cH:5][n:6][cH:7][n:8]1[CH:9]([CH3:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,blood-brain barrier penetration
CCOC(=O)c1cncn1C(C)c1ccccc1,[CH3:0][CH2:1][O:2][C:3](=[O:4])[c:5]1[cH:6][n:7][cH:8][n:9]1[CH:10]([CH3:11])[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,CCCOC(=O)c1cncn1C(C)c1ccccc1,[CH3:0][CH2:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][n:8][cH:9][n:10]1[CH:11]([CH3:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 0, 'target molecule')]})",1.0,1.0,blood-brain barrier penetration
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[CH3:0][N:1]1[CH2:2][CH2:3][N:4]([CH2:5][CH2:6][CH2:7][N:8]2[c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[S:15][c:16]3[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]32)[CH2:23][CH2:24]1,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[OH:0][CH2:1][CH2:2][N:3]1[CH2:4][CH2:5][N:6]([CH2:7][CH2:8][CH2:9][N:10]2[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[S:17][c:18]3[cH:19][cH:20][c:21]([Cl:22])[cH:23][c:24]32)[CH2:25][CH2:26]1,"([], [])","([('Hydroxy', 1, [(0,)])], [('C1 alkane', 1, [(1,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH2:1])': [(1, 0, 'Hydroxy ([OH:0])'), (1, 0, 'target molecule')]})",1.0,1.0,blood-brain barrier penetration
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[CH3:0][N:1]1[CH2:2][CH2:3][N:4]([CH2:5][CH2:6][CH2:7][N:8]2[c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[S:15][c:16]3[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]32)[CH2:23][CH2:24]1,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,[CH3:0][CH2:1][S:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[N:9]([CH2:10][CH2:11][CH2:12][N:13]1[CH2:14][CH2:15][N:16]([CH3:17])[CH2:18][CH2:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][c:25]1[S:26]2,"([('Arylchloride', 1, [(20,)])], [])","([('Thioether', 1, [(2,)])], [('C2 alkane', 1, [(0, 1)])])","[('Arylchloride', [(20,)])]","defaultdict(<class 'list'>, {'Thioether ([S:2])': [(2, 1, 'C2 alkane ([CH3:0][CH2:1])'), (2, 11, 'target molecule')]})",1.0,1.0,blood-brain barrier penetration
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[CH3:0][N:1]1[CH2:2][CH2:3][N:4]([CH2:5][CH2:6][CH2:7][N:8]2[c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[S:15][c:16]3[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]32)[CH2:23][CH2:24]1,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[CH3:0][N:1]1[CH2:2][CH2:3][N:4]([CH2:5][CH2:6][CH2:7][N:8]2[c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[S:15][c:16]3[cH:17][cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24][c:25]32)[CH2:26][CH2:27]1,"([('Arylchloride', 1, [(20,)])], [])","([('Trifluoromethyl', 1, [(21, 20, 22, 23)])], [])","[('Arylchloride', [(20,)])]","defaultdict(<class 'list'>, {'Trifluoromethyl ([C:20]([F:21])([F:22])[F:23])': [(20, 19, 'target molecule')]})",1.0,1.0,blood-brain barrier penetration
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[CH3:0][N:1]1[CH2:2][CH2:3][N:4]([CH2:5][CH2:6][CH2:7][N:8]2[c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[S:15][c:16]3[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]32)[CH2:23][CH2:24]1,CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)C1=O,[CH3:0][N:1]1[CH2:2][CH2:3][N:4]([CH2:5][CH2:6][N:7]2[CH2:8][CH2:9][N:10]([CH2:11][CH2:12][CH2:13][N:14]3[c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]4[S:21][c:22]4[cH:23][cH:24][c:25]([Cl:26])[cH:27][c:28]43)[CH2:29][CH2:30]2)[C:31]1=[O:32],"([], [])","([('Urea', 1, [(1, 31, 32, 4)]), ('imidazolidine', 1, [(2, 3, 4, 31, 1)])], [('C1 alkane', 2, [(0,), (5,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH2:5])': [(5, 4, 'Urea ([N:1][C:31](=[O:32])[N:4])'), (5, 0, 'target molecule')], 'Urea ([N:1][C:31](=[O:32])[N:4])': [(1, 0, 'C1 alkane ([CH3:0])'), (1, 2, 'imidazolidine ([N:1]1[CH2:2][CH2:3][N:4][C:31]1)'), (4, 3, 'imidazolidine ([N:1]1[CH2:2][CH2:3][N:4][C:31]1)')], 'imidazolidine ([N:1]1[CH2:2][CH2:3][N:4][C:31]1)': [(31, 32, 'Urea ([N:1][C:31](=[O:32])[N:4])')]})",1.0,1.0,blood-brain barrier penetration
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[CH3:0][N:1]1[CH2:2][CH2:3][N:4]([CH2:5][CH2:6][CH2:7][N:8]2[c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[S:15][c:16]3[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]32)[CH2:23][CH2:24]1,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[CH3:0][C:1](=[O:2])[O:3][CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][N:9]([CH2:10][CH2:11][CH2:12][N:13]2[c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]3[S:20][c:21]3[cH:22][cH:23][c:24]([Cl:25])[cH:26][c:27]32)[CH2:28][CH2:29]1,"([], [])","([('Carboxylic ester', 1, [(1, 2, 3)])], [('C1 alkane', 2, [(0,), (4,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH2:4])': [(4, 3, 'Carboxylic ester ([C:1](=[O:2])[O:3])'), (4, 0, 'target molecule')], 'Carboxylic ester ([C:1](=[O:2])[O:3])': [(1, 0, 'C1 alkane ([CH3:0])')]})",1.0,1.0,blood-brain barrier penetration
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,[CH3:0][S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([C@@H:8]([OH:9])[C@@H:10]([CH2:11][OH:12])[NH:13][C:14](=[O:15])[CH:16]([Cl:17])[Cl:18])[cH:19][cH:20]1,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,[CH3:0][S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([C@@H:8]([OH:9])[C@@H:10]([CH2:11][F:12])[NH:13][C:14](=[O:15])[CH:16]([Cl:17])[Cl:18])[cH:19][cH:20]1,"([('Hydroxy', 1, [(12,)])], [])","([('Fluoride', 1, [(12,)])], [])","[('Hydroxy', [(12,)])]","defaultdict(<class 'list'>, {'Fluoride ([F:12])': [(12, 11, 'target molecule')]})",1.0,1.0,blood-brain barrier penetration
NC(N)=Nc1nc(-c2ccccc2)cs1,[NH2:0][C:1]([NH2:2])=[N:3][c:4]1[n:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13][s:14]1,NC(N)=Nc1nc(-c2cccc(N)c2)cs1,[NH2:0][C:1]([NH2:2])=[N:3][c:4]1[n:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11]([NH2:12])[cH:13]2)[cH:14][s:15]1,"([], [])","([('Amine', 1, [(12,)])], [])",[],"defaultdict(<class 'list'>, {'Amine ([NH2:12])': [(12, 11, 'target molecule')]})",1.0,1.0,blood-brain barrier penetration
CNCCCN1c2ccccc2Sc2ccc(Cl)cc21,[CH3:0][NH:1][CH2:2][CH2:3][CH2:4][N:5]1[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[S:12][c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][c:19]21,NCCCN1c2ccccc2Sc2ccc(Cl)cc21,[NH2:0][CH2:1][CH2:2][CH2:3][N:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[S:11][c:12]2[cH:13][cH:14][c:15]([Cl:16])[cH:17][c:18]21,"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,blood-brain barrier penetration
