target_smiles,ref_smiles,target_diff,ref_diff
CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"([], [('C1 alkane', 1, [(8,)])])","([('Phenol', 1, [(8,)])], [])"
CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,CC[C@H](NC(=O)c1c(OCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"([], [])","([('Ether', 1, [(8,)]), ('Carboxylic acid', 1, [(10, 11, 12)])], [])"
CNCCCC12CCC(c3ccccc31)c1ccccc12,CNCC12CCC(c3ccccc31)c1ccccc12,"([], [('C1 alkane', 2, [(0,), (3,)])])","([], [])"
c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,c1ccc(NCCCOc2cccc(CN3CCCCC3)c2)nc1,"([('Isothiourea', 1, [(18, 17, 21, 16)]), ('thiazole', 1, [(19, 20, 21, 17, 18)])], [])","([('Amine', 1, [(4,)]), ('pyridine', 1, [(1, 0, 23, 22, 3, 2)])], [])"
CN1Cc2c(-c3noc(C(C)(C)O)n3)ncn2-c2cccc(Cl)c2C1=O,CC(C)c1nc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)no1,"([('Hydroxy', 1, [(12,)])], [])","([], [])"
CN1Cc2c(-c3noc(C(C)(C)O)n3)ncn2-c2cccc(Cl)c2C1=O,CN1Cc2c(-c3noc([C@](C)(O)CO)n3)ncn2-c2cccc(Cl)c2C1=O,"([('Hydroxy', 1, [(12,)])], [('C3 alkane', 1, [(9, 10, 11)])])","([('1,2-Diol', 1, [(11, 9, 12, 13)])], [('C1 alkane', 1, [(10,)])])"
CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1.[Na+],COCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1.[Na+],"([('Carboxylic ester', 1, [(18, 20, 17)])], [])","([('Ether', 1, [(1,)])], [])"
C1CCCCC1,C1CC1,"([], [('C3 alkane', 1, [(2, 3, 4)])])","([], [])"
CCCN(CCC)CCc1ccc(O)c2c1CC(=O)N2,C=C1Cc2c(CCN(CCC)CCC)ccc(O)c2N1,"([('Lactam', 1, [(17, 18, 19)])], [])","([('Enamine', 1, [(19, 1, 0)])], [])"
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,CN1CC[C@@H]2c3cc(Cl)ccc3Oc3ccccc3[C@H]2C1,"([('pyrrolidine', 1, [(3, 18, 19, 1, 2)])], [])","([('piperidine', 1, [(4, 3, 2, 1, 20, 19)])], [])"
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1ccco1,"([('Urethane', 1, [(19, 18, 20, 17)])], [])","([('Carboxylic ester', 1, [(18, 20, 17)])], [('C1 alkane', 1, [(19,)])])"
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,"([('Carboxylic acid', 1, [(12, 13, 14)])], [])","([('Carboxylic ester', 2, [(12, 13, 14), (18, 20, 17)])], [('C2 alkane', 1, [(15, 16)]), ('C1 alkane', 1, [(19,)])])"
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,COCCCC(=O)OC(C)OC(=O)C1=C(COC(N)=O)CS[C@@H]2[C@H](NC(=O)/C(=N\OC)c3ccco3)C(=O)N12,"([('Carboxylic acid', 1, [(12, 13, 14)])], [])","([('Ether', 1, [(1,)]), ('Carboxylic ester', 2, [(5, 6, 7), (11, 12, 10)])], [('C1 alkane', 1, [(0,)]), ('C3 alkane', 1, [(2, 3, 4)]), ('C2 alkane', 1, [(8, 9)])])"
Clc1ccc2c(c1)C1CNCC1c1ccccc1O2,Clc1ccc2c(c1)[C@H]1CCNC[C@@H]1c1ccccc1O2,"([('pyrrolidine', 1, [(7, 11, 10, 9, 8)])], [])","([('piperidine', 1, [(7, 8, 9, 10, 11, 12)])], [])"
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CN(C)CCC=C1c2ccccc2COc2ccccc21,"([], [('C1 alkane', 1, [(13,)])])","([('Ether', 1, [(14,)])], [])"
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,"([('Thioether', 1, [(17,)]), ('Lactam', 1, [(22, 23, 24)]), ('Oxoarene', 1, [(20, 21)]), ('1,2,4-triazine', 1, [(20, 22, 24, 25, 18, 19)])], [('C1 alkane', 1, [(26,)])])","([], [])"
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,"([('Lactam', 1, [(22, 23, 24)]), ('Oxoarene', 1, [(20, 21)]), ('1,2,4-triazine', 1, [(20, 22, 24, 25, 18, 19)])], [])","([('tetrazole', 1, [(18, 19, 20, 21, 22)])], [])"
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,"([('Lactam', 1, [(22, 23, 24)]), ('Oxoarene', 1, [(20, 21)]), ('1,2,4-triazine', 1, [(20, 22, 24, 25, 18, 19)])], [('C1 alkane', 1, [(26,)])])","([('Carboxylic acid', 1, [(24, 25, 26)]), ('thiazole', 1, [(20, 22, 27, 18, 19)])], [('C1 alkane', 2, [(21,), (23,)])])"
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,"([('Hydroxy', 1, [(30,)])], [])","([], [])"
Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,Cn1c(=O)c2[nH]cnc2n(C)c1=O,"([('Amine', 2, [(26,), (29,)]), ('uracil', 1, [(3, 2, 4, 8, 9, 11, 12, 1)]), ('purine', 1, [(11, 1, 2, 4, 5, 6, 7, 8, 9)])], [('C1 alkane', 2, [(0,), (10,)]), ('C2 alkane', 1, [(27, 28)])])","([], [])"
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,"([('Amine', 1, [(10,)])], [])","([('Carboxylic acid', 1, [(10, 11, 12)])], [])"
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,"([('Amine', 1, [(10,)])], [])","([('Carboxylic ester', 1, [(10, 11, 12)]), ('Benzene', 1, [(13, 14, 15, 16, 17, 18)])], [])"
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,"([('Amine', 1, [(10,)])], [])","([('Ether', 1, [(10,)]), ('Benzene', 1, [(11, 12, 13, 14, 15, 16)])], [])"
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1,"([('Amine', 1, [(10,)])], [])","([('Imine', 1, [(1, 0)])], [])"
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,"([('Carboxylic acid', 1, [(21, 22, 23)])], [])","([('Carboxylic ester', 2, [(4, 5, 6), (9, 10, 8)])], [('C4 alkane', 1, [(0, 1, 2, 3)]), ('C1 alkane', 1, [(7,)])])"
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,"([('Amine', 1, [(10,)])], [])","([('Sulfonic acid', 1, [(16, 17, 18, 19)])], [])"
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,"([], [])","([('Carboxylic acid', 1, [(28, 29, 30)]), ('Sulfonyl', 1, [(36, 37, 38)]), ('azetidin-2-one', 1, [(33, 32, 34, 35, 31)])], [('C4 alkane', 1, [(24, 25, 26, 27)])])"
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,"([], [])","([('Arylchloride', 1, [(17,)])], [])"
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,"([], [])","([], [('C3 alkane', 1, [(20, 21, 22)])])"
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,"([], [])","([('Alkene', 1, [(0, 1)])], [])"
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CC(C)=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,"([], [])","([('Alkene', 1, [(1, 3)])], [('C1 alkane', 2, [(0,), (2,)])])"
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,COCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,"([], [])","([('Ether', 1, [(1,)])], [('C1 alkane', 2, [(0,), (2,)])])"
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,"([('Alkene', 1, [(1, 3)])], [('C1 alkane', 2, [(0,), (2,)])])","([], [('C2 alkane', 1, [(18, 19)])])"
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,CC1C2Cc3ccc(O)cc3C1(C)CCN2C,"([('Alkene', 1, [(1, 3)])], [('C1 alkane', 2, [(0,), (2,)])])","([], [])"
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC3OC5COC(c6cccs6)OC5C(O)C3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,"([], [('C1 alkane', 1, [(20,)])])","([('thiophene', 1, [(21, 22, 23, 24, 20)])], [])"
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,CN1[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,"([('pyrrolidine', 1, [(3, 4, 5, 1, 2)])], [])","([('morpholine', 1, [(2, 21, 20, 19, 18, 1)])], [])"
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,"([('Fluoride', 1, [(16,)])], [])","([('Chloride', 1, [(16,)])], [])"
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CC1CC2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,"([], [])","([('Fluoride', 2, [(7,), (8,)])], [])"
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC2(C)[C@@]1(O)C(=O)CO,"([('Fluoride', 1, [(16,)]), ('Hydroxy', 1, [(18,)])], [])","([('Chloride', 2, [(16,), (18,)])], [])"
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CCl,"([('Hydroxy', 1, [(27,)])], [])","([('Chloride', 1, [(27,)])], [])"
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(C)C(=O)CO,"([('Hydroxy', 1, [(23,)])], [])","([], [('C1 alkane', 1, [(23,)])])"
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"([('Hydroxy', 1, [(27,)])], [])","([], [])"
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,"([], [])","([('Fluoride', 1, [(7,)])], [])"
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,"([('Carboxylic acid', 1, [(10, 11, 12)])], [])","([('Ether', 1, [(10,)]), ('Benzene', 1, [(11, 12, 13, 14, 15, 16)])], [])"
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1,"([('Carboxylic acid', 1, [(10, 11, 12)])], [])","([('Imine', 1, [(1, 0)])], [])"
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,"([('Carboxylic acid', 1, [(10, 11, 12)])], [])","([('Sulfonic acid', 1, [(16, 17, 18, 19)])], [])"
CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,"([], [])","([('Arylfluoride', 1, [(10,)])], [])"
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,"([('Arylchloride', 1, [(22,)])], [])","([('Ketone', 1, [(1, 2)])], [('C1 alkane', 1, [(0,)])])"
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,"([('Arylchloride', 1, [(22,)])], [])","([('Trifluoromethyl', 1, [(23, 22, 24, 25)])], [])"
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,"([('Hydroxy', 1, [(0,)])], [])","([('Carboxylic ester', 1, [(1, 2, 3)])], [('C1 alkane', 1, [(0,)])])"
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1,"([], [])","([('Phenol', 1, [(11,)])], [])"
NNCCc1ccccc1.O=S(=O)(O)O,NNCCc1ccccc1.[Cl],"([('Sulfuric acid', 1, [(11, 10, 12, 13, 14)])], [])","([('Halogen multi subst', 1, [(10,)])], [])"
