target_smiles,target_mapped_smiles,ref_smiles,ref_mapped_smiles,target_diff,ref_diff,disconnect_list,connect_dict,target_label,ref_label,property_name
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,[CH3:0][CH2:1][O:2][P:3](=[S:4])([O:5][CH2:6][CH3:7])[S:8][CH2:9][S:10][P:11](=[S:12])([O:13][CH2:14][CH3:15])[O:16][CH2:17][CH3:18],CCOP(=S)(OCC)SCSCC,[CH3:0][CH2:1][O:2][P:3](=[S:4])([O:5][CH2:6][CH3:7])[S:8][CH2:9][S:10][CH2:11][CH3:12],"([('oxy', 2, [(13,), (16,)]), ('Sulfenic derivative', 1, [(10, 11)]), ('Phosphoric acid derivative', 1, [(11, 12, 10, 13, 16)])], [('C2 alkane', 2, [(14, 15), (17, 18)])])","([('Thioether', 1, [(10,)])], [('C2 alkane', 1, [(11, 12)])])","[('oxy', [(13,), (16,)]), ('Sulfenic derivative', [(10, 11)]), ('Phosphoric acid derivative', [(11, 12, 10, 13, 16)]), ('C2 alkane', [(14, 15), (17, 18)])]","defaultdict(<class 'list'>, {'Thioether ([S:10])': [(10, 9, 'target molecule'), (10, 11, 'C2 alkane ([CH2:11][CH3:12])')]})",-0.5974252246880184,-0.147469437934375,hydration free energy in water
OC1CCCCCC1,[OH:0][CH:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7]1,OC1CCCCC1,[OH:0][CH:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6]1,"([], [('C1 alkane', 1, [(2,)])])","([], [])","[('C1 alkane', [(2,)])]","defaultdict(<class 'list'>, {})",-0.4361693935971175,-0.430967592594185,hydration free energy in water
OC1CCCCCC1,[OH:0][CH:1]1[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7]1,OC1CCCC1,[OH:0][CH:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1,"([], [('C2 alkane', 1, [(2, 3)])])","([], [])","[('C2 alkane', [(2, 3)])]","defaultdict(<class 'list'>, {})",-0.4361693935971175,-0.4387702940985836,hydration free energy in water
COC(=O)C1CC1,[CH3:0][O:1][C:2](=[O:3])[CH:4]1[CH2:5][CH2:6]1,COC(=O)C1CCCCC1,[CH3:0][O:1][C:2](=[O:3])[CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]1,"([], [])","([], [('C3 alkane', 1, [(5, 6, 7)])])",[],"defaultdict(<class 'list'>, {'C3 alkane ([CH2:5][CH2:6][CH2:7])': [(5, 4, 'target molecule'), (7, 5, 'target molecule')]})",-0.077245124394789,0.1308269157225026,hydration free energy in water
CCCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][OH:10],CCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][OH:6],"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])","[('C4 alkane', [(0, 1, 2, 3)])]","defaultdict(<class 'list'>, {})",0.0423962986726536,-0.1552721394387736,hydration free energy in water
CCCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][OH:10],CCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][OH:4],"([], [('C6 alkane', 1, [(0, 1, 2, 3, 4, 5)])])","([], [])","[('C6 alkane', [(0, 1, 2, 3, 4, 5)])]","defaultdict(<class 'list'>, {})",0.0423962986726536,-0.2385009554856901,hydration free energy in water
CCCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][OH:10],CCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][OH:9],"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",0.0423962986726536,-0.0200253133625338,hydration free energy in water
CCCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][OH:10],CCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][OH:8],"([], [('C2 alkane', 1, [(0, 1)])])","([], [])","[('C2 alkane', [(0, 1)])]","defaultdict(<class 'list'>, {})",0.0423962986726536,-0.0746442238933229,hydration free energy in water
CCCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][OH:10],CCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][OH:5],"([], [('C5 alkane', 1, [(0, 1, 2, 3, 4)])])","([], [])","[('C5 alkane', [(0, 1, 2, 3, 4)])]","defaultdict(<class 'list'>, {})",0.0423962986726536,-0.199487447963698,hydration free energy in water
CCCCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8],CCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH3:6],"([], [('C2 alkane', 1, [(0, 1)])])","([], [])","[('C2 alkane', [(0, 1)])]","defaultdict(<class 'list'>, {})",1.8032059381652352,1.6835645150977925,hydration free energy in water
CCCCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8],CCCCCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH3:9],"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 0, 'target molecule')]})",1.8032059381652352,1.8110086396696328,hydration free energy in water
CCCCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8],CCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH3:5],"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])","[('C3 alkane', [(0, 1, 2)])]","defaultdict(<class 'list'>, {})",1.8032059381652352,1.6341474055699354,hydration free energy in water
CCCCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8],CCCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7],"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",1.8032059381652352,1.7381834256285815,hydration free energy in water
C=CCCCCCCC,[CH2:0]=[CH:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8],C=CCCCC,[CH2:0]=[CH:1][CH2:2][CH2:3][CH2:4][CH3:5],"([], [('C3 alkane', 1, [(6, 7, 8)])])","([], [])","[('C3 alkane', [(6, 7, 8)])]","defaultdict(<class 'list'>, {})",1.5249095845083571,1.4000663604379822,hydration free energy in water
C=CCCCCCCC,[CH2:0]=[CH:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8],C=CCCCCCC,[CH2:0]=[CH:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7],"([], [('C1 alkane', 1, [(8,)])])","([], [])","[('C1 alkane', [(8,)])]","defaultdict(<class 'list'>, {})",1.5249095845083571,1.4884969774878312,hydration free energy in water
C=CCCCCCCC,[CH2:0]=[CH:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8],C=CCCCCC,[CH2:0]=[CH:1][CH2:2][CH2:3][CH2:4][CH2:5][CH3:6],"([], [('C2 alkane', 1, [(7, 8)])])","([], [])","[('C2 alkane', [(7, 8)])]","defaultdict(<class 'list'>, {})",1.5249095845083571,1.4208735644497117,hydration free energy in water
CCCC(=O)OC,[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[O:5][CH3:6],CCCCC(=O)OC,[CH3:0][CH2:1][CH2:2][CH2:3][C:4](=[O:5])[O:6][CH3:7],"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 0, 'target molecule')]})",0.2530692392914115,0.3232935528309975,hydration free energy in water
Clc1cc2c(cc1Cl)Oc1ccccc1O2,[Cl:0][c:1]1[cH:2][c:3]2[c:4]([cH:5][c:6]1[Cl:7])[O:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[O:15]2,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,[Cl:0][c:1]1[cH:2][c:3]2[c:4]([cH:5][c:6]1[Cl:7])[O:8][c:9]1[cH:10][c:11]([Cl:12])[c:13]([Cl:14])[cH:15][c:16]1[O:17]2,"([], [])","([('Arylchloride', 2, [(12,), (14,)])], [])",[],"defaultdict(<class 'list'>, {'Arylchloride ([Cl:14])': [(14, 12, 'target molecule')], 'Arylchloride ([Cl:12])': [(12, 11, 'target molecule')]})",0.0632035026843828,0.1126206122122395,hydration free energy in water
CCCCCCCCN,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][NH2:8],CCCCCCCN,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][NH2:7],"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",0.0397953981711875,0.0033827911506614,hydration free energy in water
CCCCCCCCN,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][NH2:8],CCCCN,[CH3:0][CH2:1][CH2:2][CH2:3][NH2:4],"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])","[('C4 alkane', [(0, 1, 2, 3)])]","defaultdict(<class 'list'>, {})",0.0397953981711875,-0.1136577314153152,hydration free energy in water
CCCCCCCCN,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][NH2:8],CCCCCN,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][NH2:5],"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])","[('C3 alkane', [(0, 1, 2)])]","defaultdict(<class 'list'>, {})",0.0397953981711875,-0.0746442238933229,hydration free energy in water
CCCCCCCCN,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][NH2:8],CCCCCCN,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][NH2:6],"([], [('C2 alkane', 1, [(0, 1)])])","([], [])","[('C2 alkane', [(0, 1)])]","defaultdict(<class 'list'>, {})",0.0397953981711875,-0.0382316168727969,hydration free energy in water
CCCCCc1ccccc1,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,CCCCc1ccccc1,[CH3:0][CH2:1][CH2:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1,"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",0.9293033696726096,0.8850880611476852,hydration free energy in water
CCCCCc1ccccc1,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,CCCCCCc1ccccc1,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 0, 'target molecule')]})",0.9293033696726096,0.9787204792004665,hydration free energy in water
O=[N+]([O-])OCCO,[O:0]=[N+:1]([O-:2])[O:3][CH2:4][CH2:5][OH:6],O=[N+]([O-])OCCO[N+](=O)[O-],[O:0]=[N+:1]([O-:2])[O:3][CH2:4][CH2:5][O:6][N+:7](=[O:8])[O-:9],"([('Hydroxy', 1, [(6,)])], [])","([('Nitro', 2, [(7, 8, 6), (7, 8, 9)])], [])","[('Hydroxy', [(6,)])]","defaultdict(<class 'list'>, {'Nitro ([O:6][N+:7]=[O:8])': [(7, 9, 'Nitro ([N+:7](=[O:8])[O-:9])'), (6, 5, 'target molecule')], 'Nitro ([N+:7](=[O:8])[O-:9])': [(7, 6, 'Nitro ([O:6][N+:7]=[O:8])')]})",-1.138412528992977,-0.5011919061337712,hydration free energy in water
CCCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][C:6]([CH3:7])=[O:8],CCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][C:5]([CH3:6])=[O:7],"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",0.2400647367840808,0.1984503287606224,hydration free energy in water
CCCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][C:6]([CH3:7])=[O:8],CCCCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]([CH3:8])=[O:9],"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 0, 'target molecule')]})",0.2400647367840808,0.3414998563412604,hydration free energy in water
CCCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][C:6]([CH3:7])=[O:8],CCCCCCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][C:9]([CH3:10])=[O:11],"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])",[],"defaultdict(<class 'list'>, {'C3 alkane ([CH3:0][CH2:1][CH2:2])': [(2, 0, 'target molecule')]})",0.2400647367840808,0.4299304733911095,hydration free energy in water
CCCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][C:6]([CH3:7])=[O:8],CCCCCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][C:8]([CH3:9])=[O:10],"([], [])","([], [('C2 alkane', 1, [(0, 1)])])",[],"defaultdict(<class 'list'>, {'C2 alkane ([CH3:0][CH2:1])': [(1, 0, 'target molecule')]})",0.2400647367840808,0.3805133638632528,hydration free energy in water
CCCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][C:6]([CH3:7])=[O:8],CCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][C:4]([CH3:5])=[O:6],"([], [('C2 alkane', 1, [(0, 1)])])","([], [])","[('C2 alkane', [(0, 1)])]","defaultdict(<class 'list'>, {})",0.2400647367840808,0.1360287167254349,hydration free energy in water
CC(Cl)Cl,[CH3:0][CH:1]([Cl:2])[Cl:3],CC(C)Cl,[CH3:0][CH:1]([CH3:2])[Cl:3],"([('Chloride', 1, [(2,)])], [])","([], [('C1 alkane', 1, [(0,)])])","[('Chloride', [(2,)])]","defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 1, 'target molecule')]})",0.7706484390831748,0.9241015686696774,hydration free energy in water
CCCCCCCCBr,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][Br:8],CCCCCCBr,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][Br:6],"([], [('C2 alkane', 1, [(0, 1)])])","([], [])","[('C2 alkane', [(0, 1)])]","defaultdict(<class 'list'>, {})",1.1243709072825707,1.0359402902327215,hydration free energy in water
CCCCCCCCBr,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][Br:8],CCCCCCCBr,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][Br:7],"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",1.1243709072825707,1.07755469825618,hydration free energy in water
CCCCCCCCBr,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][Br:8],CCCCCBr,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][Br:5],"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])","[('C3 alkane', [(0, 1, 2)])]","defaultdict(<class 'list'>, {})",1.1243709072825707,0.9631150761916696,hydration free energy in water
CCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH3:6],CCCCCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH3:9],"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])",[],"defaultdict(<class 'list'>, {'C3 alkane ([CH3:0][CH2:1][CH2:2])': [(2, 0, 'target molecule')]})",1.6835645150977925,1.8110086396696328,hydration free energy in water
CCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH3:6],CCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH3:5],"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",1.6835645150977925,1.6341474055699354,hydration free energy in water
CCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH3:6],CCCCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7],"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 0, 'target molecule')]})",1.6835645150977925,1.7381834256285815,hydration free energy in water
CCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][C:5]([CH3:6])=[O:7],CCCCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]([CH3:8])=[O:9],"([], [])","([], [('C2 alkane', 1, [(0, 1)])])",[],"defaultdict(<class 'list'>, {'C2 alkane ([CH3:0][CH2:1])': [(1, 0, 'target molecule')]})",0.1984503287606224,0.3414998563412604,hydration free energy in water
CCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][C:5]([CH3:6])=[O:7],CCCCCCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][C:9]([CH3:10])=[O:11],"([], [])","([], [('C4 alkane', 1, [(0, 1, 2, 3)])])",[],"defaultdict(<class 'list'>, {'C4 alkane ([CH3:0][CH2:1][CH2:2][CH2:3])': [(3, 0, 'target molecule')]})",0.1984503287606224,0.4299304733911095,hydration free energy in water
CCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][C:5]([CH3:6])=[O:7],CCCCCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][C:8]([CH3:9])=[O:10],"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])",[],"defaultdict(<class 'list'>, {'C3 alkane ([CH3:0][CH2:1][CH2:2])': [(2, 0, 'target molecule')]})",0.1984503287606224,0.3805133638632528,hydration free energy in water
CCCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][C:5]([CH3:6])=[O:7],CCCCC(C)=O,[CH3:0][CH2:1][CH2:2][CH2:3][C:4]([CH3:5])=[O:6],"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",0.1984503287606224,0.1360287167254349,hydration free energy in water
CCCCCC(=O)OCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[O:7][CH2:8][CH3:9],CCCC(=O)OCC,[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[O:5][CH2:6][CH3:7],"([], [('C2 alkane', 1, [(0, 1)])])","([], [])","[('C2 alkane', [(0, 1)])]","defaultdict(<class 'list'>, {})",0.4091232693793803,0.3414998563412604,hydration free energy in water
CCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH3:4],CCCCCC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH3:5],"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 0, 'target molecule')]})",1.5873311965435448,1.6341474055699354,hydration free energy in water
C1CC1,[CH2:0]1[CH2:1][CH2:2]1,C1CCCCC1,[CH2:0]1[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5]1,"([], [])","([], [('C3 alkane', 1, [(1, 2, 3)])])",[],"defaultdict(<class 'list'>, {'C3 alkane ([CH2:1][CH2:2][CH2:3])': [(1, 2, 'target molecule'), (3, 0, 'target molecule')]})",1.184191618816292,1.3090348428866672,hydration free energy in water
C1CC1,[CH2:0]1[CH2:1][CH2:2]1,C1CCCC1,[CH2:0]1[CH2:1][CH2:2][CH2:3][CH2:4]1,"([], [])","([], [('C2 alkane', 1, [(1, 2)])])",[],"defaultdict(<class 'list'>, {'C2 alkane ([CH2:1][CH2:2])': [(1, 2, 'target molecule'), (2, 0, 'target molecule')]})",1.184191618816292,1.3012321413822687,hydration free energy in water
CC(C)(C)Cl,[CH3:0][C:1]([CH3:2])([CH3:3])[Cl:4],CC(Cl)(Cl)Cl,[CH3:0][C:1]([Cl:2])([Cl:3])[Cl:4],"([], [('C1 alkane', 2, [(0,), (2,)])])","([('Chloride', 2, [(2,), (3,)])], [])","[('C1 alkane', [(0,), (2,)])]","defaultdict(<class 'list'>, {'Chloride ([Cl:3])': [(3, 1, 'target molecule')], 'Chloride ([Cl:2])': [(2, 1, 'target molecule')]})",1.2726222358661412,0.9397069716784744,hydration free energy in water
Clc1ccc2c(c1)Oc1ccccc1O2,[Cl:0][c:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[O:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[O:14]2,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,[Cl:0][c:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[O:7][c:8]1[cH:9][cH:10][c:11]([Cl:12])[cH:13][c:14]1[O:15]2,"([], [])","([('Arylchloride', 1, [(0,)])], [])",[],"defaultdict(<class 'list'>, {'Arylchloride ([Cl:0])': [(0, 11, 'target molecule')]})",0.1828449257518255,0.0345935971682552,hydration free energy in water
