target_smiles,ref_smiles,target_diff,ref_diff
C=C(C)C(=O)OCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOP(=O)(O)O,"([('Alkene', 1, [(0, 1)]), ('Carboxylic ester', 1, [(3, 4, 5)])], [('C1 alkane', 2, [(2,), (6,)])])","([('Phosphoric monoester', 1, [(9, 10, 11, 12, 8, 7)])], [])"
C=C(C)C(=O)OCCOC(=O)C(=C)C,C=C(C)C(=O)OCCCCCCCCCCOC(=O)C(=C)C,"([], [])","([], [('C8 alkane', 1, [(6, 7, 8, 9, 10, 11, 12, 13)])])"
C=C(C)C(=O)OCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCC,"([('Alkene', 1, [(0, 1)]), ('Carboxylic ester', 1, [(3, 4, 5)])], [])","([('Ether', 1, [(8,)])], [('C1 alkane', 1, [(10,)])])"
COc1cc(O)cc(O)c1,COc1cc(C)cc(O)c1,"([('Phenol', 1, [(5,)])], [])","([], [('C1 alkane', 1, [(5,)])])"
Nc1ccc(/N=N/c2ccccc2)cc1,c1ccc(N=Nc2ccccc2)cc1,"([('Amine', 1, [(0,)])], [])","([], [])"
Nc1ccc(/N=N/c2ccccc2)cc1,Nc1ccc(/N=N/c2ccc(N)cc2)cc1,"([], [])","([('Amine', 1, [(0,)])], [])"
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,Cc1cc(C)cc(C(=O)OC2C[C@H]3CC[C@@H](C2)N3C)c1,"([('Arylchloride', 2, [(14,), (17,)])], [])","([], [('C1 alkane', 2, [(0,), (4,)])])"
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2ccccc2CCc2ccccc21,"([('Arylchloride', 1, [(19,)])], [])","([], [])"
c1ccc(-c2ccccc2)cc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,"([], [])","([('Benzene', 1, [(0, 1, 2, 3, 16, 17)])], [])"
CCCCCCCCCCC=CC1CC(=O)OC1=O,CCCCCCCCCCCCCCCC/C=C/C1CC(=O)OC1=O,"([], [])","([], [('C6 alkane', 1, [(0, 1, 2, 3, 4, 5)])])"
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],"([('Amide', 1, [(5, 6, 4)]), ('Sulfonyl', 1, [(1, 2, 3)]), ('Sulfonic derivative', 1, [(1, 2, 3, 4)])], [('C1 alkane', 1, [(0,)])])","([('Carboxylic acid', 1, [(1, 0, 2)])], [])"
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],O=C([O-])c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],"([('Amide', 1, [(5, 6, 4)]), ('Sulfonyl', 1, [(1, 2, 3)]), ('Sulfonic derivative', 1, [(1, 2, 3, 4)])], [('C1 alkane', 1, [(0,)])])","([('Carboxylic acid', 1, [(1, 0, 2)])], [])"
CC/C=C\CCCCO,CC/C=C\CCCCCO,"([], [])","([], [('C1 alkane', 1, [(3,)])])"
CC/C=C\CCCCO,CCCC/C=C/CCCCO,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,"([], [])","([('Alkene', 1, [(0, 1)]), ('Hydroxy', 1, [(11,)]), ('Ether', 1, [(20,)]), ('quinoline', 1, [(19, 18, 17, 16, 15, 14, 13, 12, 23, 22)]), ('quinuclidine', 1, [(2, 3, 4, 5, 6, 7, 8, 9)])], [('C1 alkane', 2, [(10,), (21,)])])"
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12,"([('Hydroxy', 1, [(11,)])], [])","([('Carbonic acid dieester', 1, [(10, 11, 12, 13, 14, 15)])], [('C1 alkane', 1, [(16,)])])"
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,"([('Thioether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([('Arylchloride', 1, [(18,)])], [])"
CC(C)COC(=O)c1ccccc1,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,"([], [])","([('Carboxylic ester', 1, [(13, 14, 15)])], [('C4 alkane', 1, [(16, 17, 18, 19)])])"
CC(C)COC(=O)c1ccccc1,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,"([], [('C1 alkane', 1, [(0,)])])","([('Carboxylic ester', 1, [(13, 14, 12)]), ('Benzene', 1, [(15, 16, 17, 18, 19, 20)])], [])"
CC(C)CCCCCOC(=O)CCS,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,"([('Thiol', 1, [(13,)])], [])","([('Carboxylic ester', 1, [(9, 10, 8)])], [('C8 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7)]), ('C2 alkane', 1, [(11, 12)])])"
CC(C)CCCCCOC(=O)CCS,CC(C)CCCCCOC(=O)CS,"([], [('C1 alkane', 1, [(11,)])])","([], [])"
CC(C)CCCCCOC(=O)CCS,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,"([('Thiol', 1, [(13,)])], [('C1 alkane', 1, [(0,)])])","([('Carboxylic ester', 1, [(10, 11, 9)])], [('C9 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8)]), ('C2 alkane', 1, [(12, 13)]), ('C1 alkane', 2, [(26,), (27,)])])"
CC(C)CCCCCOC(=O)CCS,CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,"([('Thiol', 1, [(13,)])], [('C1 alkane', 1, [(0,)])])","([('Carboxylic ester', 1, [(11, 12, 10)])], [('C10 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)]), ('C2 alkane', 1, [(13, 14)]), ('C3 alkane', 1, [(27, 28, 29)])])"
CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,"([], [])","([('Thiol', 1, [(4,)]), ('Carboxylic ester', 1, [(1, 0, 5)])], [('C1 alkane', 1, [(3,)])])"
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,"([], [])","([('Amine', 1, [(1,)]), ('Phenol', 2, [(16,), (18,)]), ('Benzene', 2, [(4, 5, 6, 7, 8, 9), (12, 13, 14, 15, 17, 19)])], [('C1 alkane', 1, [(0,)]), ('C2 alkane', 2, [(2, 3), (10, 11)])])"
CCCCCC(C)O,CCCCCCC(C)O,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,"([('Bromoalkene', 1, [(18, 17, 16)]), ('thymine', 1, [(16, 15, 14, 5, 3, 4, 2, 1, 0)])], [])","([('Arylbromide', 1, [(16,)]), ('uracil', 1, [(0, 1, 15, 14, 5, 3, 4, 2)])], [])"
O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O,"([('Hydroxy', 1, [(16,)])], [])","([('Alkene', 1, [(19, 20)]), ('Carboxylic ester', 1, [(17, 18, 16)]), ('Phenol', 2, [(25,), (27,)]), ('Benzene', 1, [(21, 22, 23, 24, 26, 28)])], [])"
C/C=C/C=C/C=O,CC=CC=O,"([('Alkene', 1, [(1, 2)])], [])","([], [])"
C=CC(=O)OCCCl,C=CC(=O)OCCOC(=O)C=C,"([('Chloride', 1, [(7,)])], [])","([('Alkene', 1, [(0, 1)]), ('Carboxylic ester', 1, [(2, 3, 4)])], [])"
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,"([('Fluoride', 1, [(10,)])], [])","([], [])"
CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,"([('pyrrolidine', 1, [(13, 14, 15, 11, 12)])], [('C1 alkane', 1, [(10,)])])","([], [])"
CCCCCCCCCCCCCC(=O)OC,CCCCCCCC(=O)OC,"([], [('C6 alkane', 1, [(0, 1, 2, 3, 4, 5)])])","([], [])"
CCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCC(=O)OC,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCCCCCCCCCC(=O)OC,COC(=O)CCCCC(=O)OC,"([], [('C8 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7)])])","([('Carboxylic ester', 1, [(2, 3, 1)])], [])"
CCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCC(=O)OC,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCCCCCCCCCCCC(=O)OC,COC(=O)CCCCCCCCC(=O)OC,"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([('Carboxylic ester', 1, [(2, 3, 1)])], [])"
CCCCCCCCCCCCCC(=O)OC,COC(=O)CCCCCCCC(=O)OC,"([], [('C5 alkane', 1, [(0, 1, 2, 3, 4)])])","([('Carboxylic ester', 1, [(2, 3, 1)])], [])"
CCCCCCCCCCCCCC(=O)OC,CCCCCCC(O)CCCCCCCCCCC(=O)OC,"([], [])","([('Hydroxy', 1, [(7,)])], [('C4 alkane', 1, [(0, 1, 2, 3)])])"
CCCCCCCCCCCCCC(=O)OC,CCCCCCCC/C=C\CCCCCCCC(=O)OC,"([], [])","([('Alkene', 1, [(8, 9)])], [('C2 alkane', 1, [(0, 1)])])"
CCCCCCCCCCCCCC(=O)OC,CCCCCCCCCC(=O)OC,"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])"
NCCNCCNCCN,NCCNCCN,"([('Amine', 1, [(0,)])], [('C2 alkane', 1, [(1, 2)])])","([], [])"
NCCNCCNCCN,NCCNCCNCCNCCN,"([], [])","([('Amine', 1, [(0,)])], [('C2 alkane', 1, [(1, 2)])])"
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCNCCCCC,CCCCCCNCCCCCC,"([], [])","([], [('C1 alkane', 2, [(0,), (12,)])])"
CCCCCNCCCCC,CCCCNCCCC,"([], [('C1 alkane', 2, [(0,), (10,)])])","([], [])"
CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,"([], [])","([('Ether', 1, [(1,)])], [])"
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,"([('Arylchloride', 1, [(21,)]), ('Benzene', 1, [(14, 15, 17, 18, 19, 20)])], [])","([('thiophene', 1, [(14, 15, 16, 17, 18)])], [])"
C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,"([('Hydroxy', 1, [(13,)])], [])","([], [])"
C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C1CNCCN1.C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,"([], [])","([('piperazine', 1, [(0, 1, 2, 3, 4, 5)])], [])"
C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,"([], [])","([('Amide', 1, [(4, 5, 6)])], [('C1 alkane', 1, [(0,)])])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([], [('C1 alkane', 1, [(0,)])])"
O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCC(=O)O,"([], [('C2 alkane', 1, [(3, 4)])])","([], [])"
O=C(O)CCCCCCCCC(=O)O,NCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [('C3 alkane', 1, [(3, 4, 5)])])","([('Amine', 1, [(0,)])], [])"
O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCC(=O)O,"([], [('C5 alkane', 1, [(3, 4, 5, 6, 7)])])","([], [])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([], [('C8 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7)])])"
O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCC(=O)O,"([], [])","([], [('C2 alkane', 1, [(3, 4)])])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCCCCCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([], [('C6 alkane', 1, [(0, 1, 2, 3, 4, 5)])])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([], [('C2 alkane', 1, [(0, 1)])])"
O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCBr,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([('Bromide', 1, [(14,)])], [('C3 alkane', 1, [(11, 12, 13)])])"
O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCCCC(=O)O,"([], [])","([], [('C1 alkane', 1, [(3,)])])"
O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCC(=O)O,"([], [('C4 alkane', 1, [(3, 4, 5, 6)])])","([], [])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([], [('C7 alkane', 1, [(0, 1, 2, 3, 4, 5, 6)])])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [('C2 alkane', 1, [(3, 4)])])","([], [])"
O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCC(=O)O,"([], [('C3 alkane', 1, [(3, 4, 5)])])","([], [])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([], [('C9 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8)])])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([], [])"
O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCC(=O)O,"([], [('C1 alkane', 1, [(3,)])])","([], [])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [('C1 alkane', 1, [(3,)])])","([], [])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([], [('C5 alkane', 1, [(0, 1, 2, 3, 4)])])"
O=C(O)CCCCCCCCC(=O)O,CCCCCCCCCCCCC(=O)O,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([], [('C4 alkane', 1, [(0, 1, 2, 3)])])"
O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCC(=O)O,"([], [])","([], [('C3 alkane', 1, [(3, 4, 5)])])"
CCCCCCCC(=O)OC,CCCCCCCCCCCC(=O)OC,"([], [])","([], [('C4 alkane', 1, [(0, 1, 2, 3)])])"
CCCCCCCC(=O)OC,COC(=O)CCCCC(=O)OC,"([], [('C2 alkane', 1, [(0, 1)])])","([('Carboxylic ester', 1, [(2, 3, 1)])], [])"
CCCCCCCC(=O)OC,CCCCCCCCCCCCCCCC(=O)OC,"([], [])","([], [('C8 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7)])])"
CCCCCCCC(=O)OC,COC(=O)CCCCCCCCC(=O)OC,"([], [])","([('Carboxylic ester', 1, [(2, 3, 1)])], [('C1 alkane', 2, [(0,), (4,)])])"
CCCCCCCC(=O)OC,COC(=O)CCCCCCCC(=O)OC,"([], [])","([('Carboxylic ester', 1, [(2, 3, 1)])], [('C1 alkane', 1, [(0,)])])"
CCCCCCCC(=O)OC,CCCCCCC(O)CCCCCCCCCCC(=O)OC,"([], [])","([('Hydroxy', 1, [(7,)])], [('C10 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 8, 9, 10)])])"
CCCCCCCC(=O)OC,CCCCCCCC/C=C\CCCCCCCC(=O)OC,"([], [])","([('Alkene', 1, [(8, 9)])], [('C8 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7)])])"
CCCCCCCC(=O)OC,CCCCCCCCCC(=O)OC,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CC(O)COCC(C)O,CCOCC(C)O,"([('Hydroxy', 1, [(2,)])], [('C1 alkane', 1, [(0,)])])","([], [])"
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,"([('Phosphoric monoester', 1, [(26, 27, 28, 29, 25, 24)])], [])","([('Carboxylic ester', 1, [(1, 2, 3)])], [('C1 alkane', 2, [(0,), (4,)])])"
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],"([('Phosphoric monoester', 1, [(26, 27, 28, 29, 25, 24)])], [])","([('Carboxylic acid', 1, [(30, 31, 32)]), ('Carboxylic ester', 1, [(26, 27, 25)])], [('C1 alkane', 1, [(24,)]), ('C2 alkane', 1, [(28, 29)])])"
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,CN(C)C(=O)Nc1ccc(Cl)cc1,"([('Ether', 1, [(10,)]), ('Benzene', 1, [(6, 7, 8, 9, 18, 19)])], [])","([], [])"
CCCCCCCCCC=O,CCCCC=O,"([], [('C5 alkane', 1, [(0, 1, 2, 3, 4)])])","([], [])"
CCCCCCCCCC=O,CCCCCCCCC=O,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCCCC=O,CCCC/C=C\CCCCCCCCCC=O,"([], [])","([('Alkene', 1, [(4, 5)])], [('C4 alkane', 1, [(0, 1, 2, 3)])])"
CCCCCCCCCC=O,CCCCCC=O,"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])"
CCCCCCCCCC=O,CCCCCCCC=O,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCCCCCC=O,CCCCCCC=O,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCCCCCCC=O,CCCCCCCCCCCCCC=O,"([], [])","([], [('C4 alkane', 1, [(0, 1, 2, 3)])])"
CCCCCCCCCC=O,CCCCCCCCCCC=O,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
Cc1ccc(C(C)(C)C)cc1,Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1,"([], [])","([('Benzene', 1, [(1, 2, 3, 4, 15, 16)])], [])"
CCCCCCCCCC(=O)O,O=C(O)CCCCCCC(=O)O,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([('Carboxylic acid', 1, [(1, 0, 2)])], [])"
CCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,"([], [])","([('Alkene', 1, [(8, 9)])], [('C6 alkane', 1, [(0, 1, 2, 3, 4, 5)])])"
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCC(=O)O,"([], [])","([], [('C7 alkane', 1, [(0, 1, 2, 3, 4, 5, 6)])])"
CCCCCCCCCC(=O)O,CCCCCCC(O)CCCCCCCCCCC(=O)O,"([], [])","([('Hydroxy', 1, [(7,)])], [('C8 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 8)])])"
CCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCC(=O)O,"([], [])","([('Carboxylic acid', 1, [(1, 0, 2)])], [('C1 alkane', 1, [(3,)])])"
CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCC(=O)O,"([], [])","([], [('C5 alkane', 1, [(0, 1, 2, 3, 4)])])"
CCCCCCCCCC(=O)O,CCCCC(=O)O,"([], [('C5 alkane', 1, [(0, 1, 2, 3, 4)])])","([], [])"
