target_smiles,ref_smiles,target_diff,ref_diff
CCCCCCCCN,CCCCCN,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCCCCCN,CCCCCCN,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCc1ccccc1,CCCCc1ccccc1,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCc1ccccc1,CCCCCCc1ccccc1,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
O=[N+]([O-])OCCO,O=[N+]([O-])OCCO[N+](=O)[O-],"([('Hydroxy', 1, [(6,)])], [])","([('Nitro', 2, [(7, 8, 6), (7, 8, 9)])], [])"
CCCCCCC(C)=O,CCCCCC(C)=O,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCC(C)=O,CCCCCCCC(C)=O,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCC(C)=O,CCCCCCCCCC(C)=O,"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])"
CCCCCCC(C)=O,CCCCCCCCC(C)=O,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCCCCC(C)=O,CCCCC(C)=O,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CC(Cl)Cl,CC(C)Cl,"([('Chloride', 1, [(2,)])], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCCCBr,CCCCCCBr,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCCCCBr,CCCCCCCBr,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCCBr,CCCCCBr,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCCCC,CCCCCCCCCC,"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])"
CCCCCCC,CCCCCC,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCC,CCCCCCCC,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCC(C)=O,CCCCCCCC(C)=O,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCCCC(C)=O,CCCCCCCCCC(C)=O,"([], [])","([], [('C4 alkane', 1, [(0, 1, 2, 3)])])"
CCCCCC(C)=O,CCCCCCCCC(C)=O,"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])"
CCCCCC(C)=O,CCCCC(C)=O,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCC(=O)OCC,CCCC(=O)OCC,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
C1CCNCC1,C1CCNC1,"([('piperidine', 1, [(0, 1, 2, 3, 4, 5)])], [])","([('pyrrolidine', 1, [(0, 1, 2, 3, 4)])], [])"
CCCCC,CCCCCC,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
C1CCOCC1,C1CCOC1,"([('tetrahydropyran', 1, [(0, 1, 2, 3, 4, 5)])], [])","([('tetrahydrofuran', 1, [(0, 1, 2, 3, 4)])], [])"
C1CC1,C1CCCCC1,"([], [])","([], [('C3 alkane', 1, [(1, 2, 3)])])"
C1CC1,C1CCCC1,"([], [])","([], [('C2 alkane', 1, [(1, 2)])])"
CC(C)(C)Cl,CC(Cl)(Cl)Cl,"([], [('C1 alkane', 2, [(0,), (2,)])])","([('Chloride', 2, [(2,), (3,)])], [])"
Clc1ccc2c(c1)Oc1ccccc1O2,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,"([], [])","([('Arylchloride', 1, [(0,)])], [])"
CCCCCC(=O)O,CCCCC(=O)O,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCOC(=O)CCC(=O)OCC,CCCC(=O)OCC,"([('Carboxylic ester', 1, [(3, 4, 2)])], [('C1 alkane', 1, [(0,)])])","([], [])"
C1=CCCCC1,C1=CCCC1,"([], [('C1 alkane', 1, [(2,)])])","([], [])"
CCCCc1ccccc1,CCCCCCc1ccccc1,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
C=CCCCC,C=CCCCCCC,"([], [])","([], [('C2 alkane', 1, [(6, 7)])])"
C=CCCCC,C=CCCCCC,"([], [])","([], [('C1 alkane', 1, [(6,)])])"
CCCCOC(=O)c1ccc(O)cc1,CCCOC(=O)c1ccc(O)cc1,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCOC(C)=O,CCCCOC(C)=O,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCCOC(C)=O,CCCCCOC(C)=O,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
O=C1CCCC1,O=C1CCCCC1,"([], [])","([], [('C1 alkane', 1, [(2,)])])"
CCCCCCO,CCCCO,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCCO,CCCCCCCCCO,"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])"
CCCCCCO,CCCCCCCCO,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCCCCO,CCCCCO,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCO[N+](=O)[O-],CCCCO[N+](=O)[O-],"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCO,CCCCCCCCCO,"([], [])","([], [('C5 alkane', 1, [(0, 1, 2, 3, 4)])])"
CCCCO,CCCCCCCCO,"([], [])","([], [('C4 alkane', 1, [(0, 1, 2, 3)])])"
CCCCO,CCCCCO,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCCN,CCCCN,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCCCCN,CCCCCN,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCCCN,CCCCCCN,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CC1CCCC1,CC1CCCCC1,"([], [])","([], [('C1 alkane', 1, [(2,)])])"
Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,"([('Phenol', 1, [(5,)])], [])","([('Amine', 1, [(5,)])], [])"
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,Nc1cccc2c1C(=O)c1ccccc1C2=O,"([('Amine', 1, [(5,)])], [])","([], [])"
CCCCCCCC(C)=O,CCCCCCCCCC(C)=O,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCCCCCC(C)=O,CCCCCCCCC(C)=O,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCCC(C)=O,CCCCC(C)=O,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCN,CCCCCN,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCN,CCCCCCN,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCCCCI,CCCCCI,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCI,CCCCCCCI,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCI,CCCCI,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCI,CCCCCCCI,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCCCI,CCCCI,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCCCC,CCCCCC,"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])"
CCCCCCCCCC,CCCCCCCC,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
C1CCCCC1,C1CCCC1,"([], [('C1 alkane', 1, [(2,)])])","([], [])"
CCCCCCCCC=O,CCCCC=O,"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])"
CCCCCCCCC=O,CCCCCCC=O,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCCCCC=O,CCCCCCCC=O,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCCC=O,CCCCCC=O,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCCl,CCCCCCCl,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCCCl,CCCCCCl,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCl,CCCCCCCCl,"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])"
CCOC(=O)c1ccc(O)cc1,CCCOC(=O)c1ccc(O)cc1,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCCCCC(C)=O,CCCCCCCCC(C)=O,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCCCC(C)=O,CCCCC(C)=O,"([], [('C5 alkane', 1, [(0, 1, 2, 3, 4)])])","([], [])"
C#CCCCCC,C#CCCCC,"([], [('C1 alkane', 1, [(6,)])])","([], [])"
C#CCCCCC,C#CCCCCCC,"([], [])","([], [('C1 alkane', 1, [(7,)])])"
CCCCCCCCC(C)=O,CCCCC(C)=O,"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])"
CCCCC=O,CCCCCCC=O,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCCC=O,CCCCCCCC=O,"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])"
CCCCC=O,CCCCCC=O,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCC[N+](=O)[O-],CCCCC[N+](=O)[O-],"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCC=O,CCCCCCCC=O,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCC=O,CCCCCC=O,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,"([], [])","([('Arylchloride', 1, [(0,)])], [])"
CCCCCCCC=O,CCCCCC=O,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCBr,CCCCCBr,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCCCCO,CCCCCCCCO,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCCCO,CCCCCO,"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])"
CCCCCCBr,CCCCCCCBr,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCBr,CCCCCBr,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCBr,CCCCCBr,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CC(=O)C1CC1,CC(=O)C1CCCCC1,"([], [])","([], [('C3 alkane', 1, [(4, 5, 6)])])"
OC1CCCCC1,OC1CCCC1,"([], [('C1 alkane', 1, [(2,)])])","([], [])"
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,"([], [])","([], [('C1 alkane', 2, [(0,), (7,)])])"
CCCCC(=O)OC,CCCCCC(=O)OC,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCC(=O)OC,CCCCCCCC(=O)OC,"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])"
CCCCCCCCO,CCCCCO,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCCC,CCCCCCCC,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"([], [('C2 alkane', 1, [(6, 7)])])","([], [('C1 alkane', 1, [(6,)])])"
C#CCCCC,C#CCCCCCC,"([], [])","([], [('C2 alkane', 1, [(6, 7)])])"
CCCCOC(C)=O,CCCCCOC(C)=O,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"([], [('C1 alkane', 1, [(6,)])])","([], [('C1 alkane', 1, [(0,)])])"
CCCCOCCCC,CCCCOCCO,"([], [('C2 alkane', 1, [(7, 8)])])","([('Hydroxy', 1, [(7,)])], [])"
CCCCCCCl,CCCCCCl,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCl,CCCCCCCCl,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCN,CCCCCCN,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCC(=O)OC,CCCCCCCC(=O)OC,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
C=CCCCCCC,C=CCCCCC,"([], [('C1 alkane', 1, [(7,)])])","([], [])"
O=[N+]([O-])OCCCO[N+](=O)[O-],O=[N+]([O-])OCCO[N+](=O)[O-],"([], [('C1 alkane', 1, [(6,)])])","([], [])"
CCCCCCCI,CCCCI,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCCCl,CCCCCCCCl,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
