target_smiles,ref_smiles,target_diff,ref_diff
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,"([('Lactam', 2, [(9, 10, 11), (15, 16, 14)]), ('Thiourea', 1, [(11, 12, 13, 14)])], [('C1 alkane', 2, [(5,), (8,)])])","([('Barbiturate', 1, [(3, 9, 10, 11, 12, 13, 14, 15, 16)])], [('C1 alkane', 1, [(5,)])])"
c1ccc2c(c1)-c1cccc3cccc-2c13,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,"([], [])","([('Benzene', 1, [(0, 1, 2, 3, 8, 9)])], [])"
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,"([('Arylchloride', 1, [(13,)])], [])","([], [])"
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,"([('Hydroxy', 1, [(20,)])], [])","([('Carboxylic ester', 1, [(1, 2, 3)])], [('C1 alkane', 1, [(0,)])])"
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,"([('Hydroxy', 1, [(20,)])], [])","([], [])"
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,"([], [])","([('Hydroxy', 1, [(13,)])], [])"
CCCCC,CCCCCC,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCc1ccccc1,CCCCCc1ccccc1,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCc1ccccc1,CCCCc1ccccc1,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
Clc1ccccc1-c1ccccc1,Clc1ccc(-c2ccccc2Cl)cc1,"([], [])","([('Arylchloride', 1, [(0,)])], [])"
C=CCCCCCCCC,C=CCCCCCC,"([], [('C2 alkane', 1, [(8, 9)])])","([], [])"
C=CCCCCCCCC,C=CCCCCCCC,"([], [('C1 alkane', 1, [(9,)])])","([], [])"
C=CCCCCCCCC,C=CCCCCC,"([], [('C3 alkane', 1, [(7, 8, 9)])])","([], [])"
C=CCCCCCCCC,C=CCCCC,"([], [('C4 alkane', 1, [(6, 7, 8, 9)])])","([], [])"
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,"([('Arylfluoride', 1, [(19,)])], [])","([], [])"
CCCCCCCBr,CCCCCCBr,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCBr,CCCCCBr,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCCCBr,CCCCCCCCBr,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
c1ccc2c(c1)CCC2,c1ccc2c(c1)CCCC2,"([('2,3-dihydro-1H-indene', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8)])], [])","([('Benzene', 1, [(0, 1, 2, 3, 4, 5)])], [('C4 alkane', 1, [(6, 7, 8, 9)])])"
O=C1NC(=O)C2(CC2)C(=O)N1,O=C1NC(=O)C2(CCCCC2)C(=O)N1,"([], [])","([], [('C3 alkane', 1, [(8, 9, 10)])])"
O=C1NC(=O)C2(CC2)C(=O)N1,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,"([], [])","([], [('C4 alkane', 1, [(8, 9, 10, 11)])])"
O=C1NC(=O)C2(CC2)C(=O)N1,O=C1NC(=O)C2(CCCC2)C(=O)N1,"([], [])","([], [('C2 alkane', 1, [(8, 9)])])"
O=C1NC(=O)C2(CC2)C(=O)N1,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,"([], [])","([], [('C5 alkane', 1, [(8, 9, 10, 11, 12)])])"
Cc1cccc(C)c1,Cc1cccc(N)c1,"([], [('C1 alkane', 1, [(0,)])])","([('Amine', 1, [(6,)])], [])"
CCCCCCO,CCCCCCCCCCCCCCCCO,"([], [])","([], [('C10 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)])])"
CCCCCCO,CCCCCCCCO,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCCCCO,CCCCCO,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCO,CCCCO,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCCO,CCCCCCCCCO,"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])"
CCCCCCO,CCCCCCCCCCCCCCO,"([], [])","([], [('C8 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7)])])"
CCCCCCO,CCCCCCCCCCCCCCCCCCO,"([], [])","([], [('C12 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)])])"
CCCCCCO,CCCCCCCCCCCCO,"([], [])","([], [('C6 alkane', 1, [(0, 1, 2, 3, 4, 5)])])"
CCCCCCO,CCCCCCCCCCCCCCCO,"([], [])","([], [('C9 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8)])])"
CCCCCCO,CCCCCCCCCCO,"([], [])","([], [('C4 alkane', 1, [(0, 1, 2, 3)])])"
CCCCCCl,CCCCCCCCl,"([], [])","([], [('C2 alkane', 1, [(0, 1)])])"
CCCCCCl,CCCCCCCl,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCl,CCCCCl,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,"([('Aryliodide', 1, [(12,)])], [])","([('Arylchloride', 1, [(12,)])], [])"
CCCCOC(=O)c1ccc(N)cc1,CCCOC(=O)c1ccc(N)cc1,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,"([], [('C5 alkane', 1, [(0, 1, 2, 3, 4)])])","([], [])"
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])"
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])"
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,"([('Alkyne', 1, [(0, 1)])], [])","([], [('C1 alkane', 1, [(20,)])])"
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,"([], [('C1 alkane', 1, [(17,)])])","([('Hydroxy', 1, [(17,)])], [])"
CCCCCCCCC(=O)OCC,CCCCCCCCCC(=O)OCC,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCCCCCCC(=O)OCC,CCCCCC(=O)OCC,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCCCCCC(=O)OCC,CCCCCCCC(=O)OCC,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCCC(=O)OCC,CCCCCCC(=O)OCC,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
C#CCCCC,C#CCCCCCCC,"([], [])","([], [('C3 alkane', 1, [(6, 7, 8)])])"
C#CCCCC,C#CCCCCC,"([], [])","([], [('C1 alkane', 1, [(6,)])])"
C#CCCCCCCC,C#CCCCCC,"([], [('C2 alkane', 1, [(7, 8)])])","([], [])"
Clc1ccc(-c2ccc(Cl)cc2)cc1,Clc1ccc(Cl)cc1,"([('Benzene', 1, [(1, 2, 3, 4, 12, 13)])], [])","([], [])"
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,"([], [])","([('Benzene', 1, [(5, 6, 7, 8, 20, 19)])], [])"
OC1CCCCC1,OC1CCCCCCC1,"([], [])","([], [('C2 alkane', 1, [(2, 3)])])"
OC1CCCCC1,OC1CCCCCC1,"([], [])","([], [('C1 alkane', 1, [(2,)])])"
Cc1ccc(-c2ccccc2)cc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,"([], [('C1 alkane', 1, [(0,)])])","([('Benzene', 1, [(0, 1, 2, 3, 16, 17)])], [])"
CCNc1nc(Cl)nc(NC(C)C)n1,CCNc1nc(Cl)nc(NCC)n1,"([], [('C1 alkane', 1, [(12,)])])","([], [])"
CCNc1nc(Cl)nc(NC(C)C)n1,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCCC(=O)CCC,CCCC(=O)CC,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCCC(C)=O,CCCCCC(C)=O,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCCCCCC(C)=O,CCCCCCCC(C)=O,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCCC(C)=O,CCCCCCC(C)=O,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCCCCCC(C)=O,CCCCC(C)=O,"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])"
CCOC(=O)c1ccc(N)cc1,CCCOC(=O)c1ccc(N)cc1,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCN1c2ncccc2C(=O)N(C)c2cccnc21,CCN1c2ccccc2N(C)C(=O)c2cccnc21,"([('pyridine', 1, [(14, 13, 18, 17, 16, 15)])], [])","([('Benzene', 1, [(3, 4, 5, 6, 7, 8)])], [])"
CCN1c2ncccc2C(=O)N(C)c2cccnc21,CCN1C(=O)c2cccnc2N(CC)c2ncccc21,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CCN1c2ncccc2C(=O)N(C)c2cccnc21,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,"([], [])","([('Arylchloride', 1, [(17,)])], [])"
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,"([('Carboxylic ester', 1, [(1, 2, 3)])], [])","([], [])"
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CN(C)C(=O)Nc1ccc(Cl)cc1,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,"([], [])","([('Ether', 1, [(10,)]), ('Benzene', 1, [(6, 7, 8, 9, 18, 19)])], [])"
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,"([('Carboxylic ester', 1, [(11, 13, 10)])], [])","([], [])"
CCCCBr,CCCCCBr,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,"([('Bromoalkene', 2, [(6, 5, 4), (7, 5, 4)])], [])","([('Chloroalkene', 2, [(6, 5, 4), (7, 5, 4)])], [])"
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,"([('Bromoalkene', 2, [(6, 5, 4), (7, 5, 4)])], [])","([('Chloroalkene', 1, [(6, 5, 4)]), ('Trifluoromethyl', 1, [(8, 7, 9, 10)])], [])"
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,"([], [])","([], [('C1 alkane', 1, [(8,)])])"
CCCCCCCCl,CCCCCCCl,"([], [('C1 alkane', 1, [(0,)])])","([], [])"
CCCCCCCCl,CCCCCl,"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])"
CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21,"([('Ether', 1, [(6,)])], [('C1 alkane', 1, [(7,)])])","([('Amine', 1, [(6,)])], [('C1 alkane', 2, [(7,), (8,)])])"
CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,"([], [])","([], [('C2 alkane', 2, [(0, 1), (22, 23)])])"
CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,"([], [])","([], [('C4 alkane', 2, [(0, 1, 2, 3), (24, 25, 26, 27)])])"
CCCCCCCl,CCCCCl,"([], [('C2 alkane', 1, [(0, 1)])])","([], [])"
OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,"([('1,2-Diol', 2, [(29, 28, 30, 31), (31, 30, 32, 33)]), ('Acetal', 1, [(3, 2, 4, 5, 6)]), ('tetrahydropyran', 1, [(30, 28, 4, 3, 2, 32)])], [])","([], [])"
CCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCC,"([], [('C17 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)])])","([], [])"
CCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCC,"([], [('C19 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18)])])","([], [])"
CCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCC,"([], [('C18 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)])])","([], [])"
CCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCC,"([], [('C20 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19)])])","([], [])"
CCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,"([], [('C10 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)])])","([], [])"
CCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCC,"([], [('C6 alkane', 1, [(0, 1, 2, 3, 4, 5)])])","([], [])"
CCN1c2ccccc2N(C)C(=O)c2cccnc21,CCN1c2ccccc2N(C)C(=S)c2cccnc21,"([('Lactam', 1, [(11, 12, 9)])], [])","([('Thiolactam', 1, [(11, 12, 9)])], [])"
OC1CCCCCCC1,OC1CCCCCC1,"([], [('C1 alkane', 1, [(2,)])])","([], [])"
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,"([], [])","([('Ketone', 1, [(1, 2)])], [])"
