target_smiles,target_mapped_smiles,ref_smiles,ref_mapped_smiles,target_diff,ref_diff,disconnect_list,connect_dict,target_label,ref_label,property_name
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,[O:0]=[C:1]([NH:2][CH:3]1[CH2:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[N:11]([CH2:12][C@@H:13]([OH:14])[CH2:15][OH:16])[C:17]1=[O:18])[c:19]1[cH:20][c:21]2[cH:22][c:23]([Cl:24])[s:25][c:26]2[nH:27]1,NC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,[NH2:0][C:1](=[O:2])[CH2:3][N:4]1[C:5](=[O:6])[CH:7]([NH:8][C:9](=[O:10])[c:11]2[cH:12][c:13]3[cH:14][c:15]([Cl:16])[s:17][c:18]3[nH:19]2)[CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]21,"([('1,2-Diol', 1, [(14, 13, 15, 16)])], [])","([('Amide', 1, [(1, 2, 0)])], [])","[('1,2-Diol', [(14, 13, 15, 16)])]","defaultdict(<class 'list'>, {'Amide ([NH2:0][C:1]=[O:2])': [(1, 12, 'target molecule')]})",3.37,3.22,octanol/water distribution coefficient (logD at pH 7.4)
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,[O:0]=[C:1]([NH:2][CH:3]1[CH2:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[N:11]([CH2:12][C@@H:13]([OH:14])[CH2:15][OH:16])[C:17]1=[O:18])[c:19]1[cH:20][c:21]2[cH:22][c:23]([Cl:24])[s:25][c:26]2[nH:27]1,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NC(CO)CO,[O:0]=[C:1]([CH2:2][N:3]1[C:4](=[O:5])[CH:6]([NH:7][C:8](=[O:9])[c:10]2[cH:11][c:12]3[cH:13][c:14]([Cl:15])[s:16][c:17]3[nH:18]2)[CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]21)[NH:26][CH:27]([CH2:28][OH:29])[CH2:30][OH:31],"([('1,2-Diol', 1, [(14, 13, 15, 16)])], [])","([('Hydroxy', 2, [(29,), (31,)]), ('Amide', 1, [(1, 0, 26)])], [('C3 alkane', 1, [(27, 28, 30)])])","[('1,2-Diol', [(14, 13, 15, 16)])]","defaultdict(<class 'list'>, {'Amide ([O:0]=[C:1][NH:26])': [(1, 12, 'target molecule'), (26, 27, 'C3 alkane ([CH:27]([CH2:28])[CH2:30])')], 'Hydroxy ([OH:29])': [(29, 28, 'C3 alkane ([CH:27]([CH2:28])[CH2:30])')], 'Hydroxy ([OH:31])': [(31, 30, 'C3 alkane ([CH:27]([CH2:28])[CH2:30])')]})",3.37,2.61,octanol/water distribution coefficient (logD at pH 7.4)
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,[O:0]=[C:1]([NH:2][CH:3]1[CH2:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[N:11]([CH2:12][C@@H:13]([OH:14])[CH2:15][OH:16])[C:17]1=[O:18])[c:19]1[cH:20][c:21]2[cH:22][c:23]([Cl:24])[s:25][c:26]2[nH:27]1,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NO,[O:0]=[C:1]([CH2:2][N:3]1[C:4](=[O:5])[CH:6]([NH:7][C:8](=[O:9])[c:10]2[cH:11][c:12]3[cH:13][c:14]([Cl:15])[s:16][c:17]3[nH:18]2)[CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]21)[NH:26][OH:27],"([('1,2-Diol', 1, [(14, 13, 15, 16)])], [])","([('Hydroxamic acid', 1, [(1, 0, 26, 27)])], [])","[('1,2-Diol', [(14, 13, 15, 16)])]","defaultdict(<class 'list'>, {'Hydroxamic acid ([O:0]=[C:1][NH:26][OH:27])': [(1, 12, 'target molecule')]})",3.37,2.4,octanol/water distribution coefficient (logD at pH 7.4)
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,[O:0]=[C:1]([NH:2][CH:3]1[CH2:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[N:11]([CH2:12][C@@H:13]([OH:14])[CH2:15][OH:16])[C:17]1=[O:18])[c:19]1[cH:20][c:21]2[cH:22][c:23]([Cl:24])[s:25][c:26]2[nH:27]1,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)ccc2[nH]1,[O:0]=[C:1]([NH:2][CH:3]1[CH2:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[N:11]([CH2:12][C@@H:13]([OH:14])[CH2:15][OH:16])[C:17]1=[O:18])[c:19]1[cH:20][c:21]2[cH:22][c:23]([Cl:24])[cH:25][cH:26][c:27]2[nH:28]1,"([('6H-thieno[2,3-b]pyrrole', 1, [(19, 20, 21, 22, 23, 25, 26, 27)])], [])","([('1H-indole', 1, [(23, 25, 26, 27, 28, 19, 20, 21, 22)])], [])","[('6H-thieno[2,3-b]pyrrole', [(19, 20, 21, 22, 23, 25, 26, 27)])]","defaultdict(<class 'list'>, {'1H-indole ([c:19]1[cH:20][c:21]2[cH:22][c:23][cH:25][cH:26][c:27]2[nH:28]1)': [(23, 24, 'target molecule'), (19, 1, 'target molecule')]})",3.37,3.4,octanol/water distribution coefficient (logD at pH 7.4)
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,[O:0]=[C:1]([NH:2][CH:3]1[CH2:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[N:11]([CH2:12][C@@H:13]([OH:14])[CH2:15][OH:16])[C:17]1=[O:18])[c:19]1[cH:20][c:21]2[cH:22][c:23]([Cl:24])[s:25][c:26]2[nH:27]1,O=C(NC1Cc2ccccc2N(CCO)C1=O)c1cc2cc(Cl)sc2[nH]1,[O:0]=[C:1]([NH:2][CH:3]1[CH2:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[N:11]([CH2:12][CH2:13][OH:14])[C:15]1=[O:16])[c:17]1[cH:18][c:19]2[cH:20][c:21]([Cl:22])[s:23][c:24]2[nH:25]1,"([('1,2-Diol', 1, [(14, 13, 15, 16)])], [])","([('Hydroxy', 1, [(14,)])], [('C1 alkane', 1, [(13,)])])","[('1,2-Diol', [(14, 13, 15, 16)])]","defaultdict(<class 'list'>, {'C1 alkane ([CH2:13])': [(13, 12, 'target molecule'), (13, 14, 'Hydroxy ([OH:14])')]})",3.37,3.05,octanol/water distribution coefficient (logD at pH 7.4)
O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,[O:0]=[C:1]([NH:2][CH:3]1[CH2:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[N:11]([CH2:12][C@@H:13]([OH:14])[CH2:15][OH:16])[C:17]1=[O:18])[c:19]1[cH:20][c:21]2[cH:22][c:23]([Cl:24])[s:25][c:26]2[nH:27]1,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO,[O:0]=[C:1]([CH2:2][N:3]1[C:4](=[O:5])[CH:6]([NH:7][C:8](=[O:9])[c:10]2[cH:11][c:12]3[cH:13][c:14]([Cl:15])[s:16][c:17]3[nH:18]2)[CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]21)[NH:26][CH2:27][CH2:28][OH:29],"([('1,2-Diol', 1, [(14, 13, 15, 16)])], [])","([('Hydroxy', 1, [(29,)]), ('Amide', 1, [(1, 0, 26)])], [('C2 alkane', 1, [(27, 28)])])","[('1,2-Diol', [(14, 13, 15, 16)])]","defaultdict(<class 'list'>, {'Amide ([O:0]=[C:1][NH:26])': [(1, 12, 'target molecule'), (26, 27, 'C2 alkane ([CH2:27][CH2:28])')], 'Hydroxy ([OH:29])': [(29, 28, 'C2 alkane ([CH2:27][CH2:28])')]})",3.37,3.05,octanol/water distribution coefficient (logD at pH 7.4)
Cc1cccc(C[C@H](NC(=O)c2cc(C(C)(C)C)nn2C)C(=O)NCC#N)c1,[CH3:0][c:1]1[cH:2][cH:3][cH:4][c:5]([CH2:6][C@H:7]([NH:8][C:9](=[O:10])[c:11]2[cH:12][c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[n:18][n:19]2[CH3:20])[C:21](=[O:22])[NH:23][CH2:24][C:25]#[N:26])[cH:27]1,Cn1cc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1,[CH3:0][n:1]1[cH:2][c:3](-[c:4]2[cH:5][cH:6][cH:7][c:8]([CH2:9][C@H:10]([NH:11][C:12](=[O:13])[c:14]3[cH:15][c:16]([C:17]([CH3:18])([CH3:19])[CH3:20])[n:21][n:22]3[CH3:23])[C:24](=[O:25])[NH:26][CH2:27][C:28]#[N:29])[cH:30]2)[cH:31][n:32]1,"([], [])","([('pyrazole', 1, [(3, 2, 1, 32, 31)])], [])",[],"defaultdict(<class 'list'>, {'pyrazole ([n:1]1[cH:2][c:3][cH:31][n:32]1)': [(3, 1, 'target molecule'), (1, 0, 'target molecule')]})",3.1,2.6,octanol/water distribution coefficient (logD at pH 7.4)
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2C)n1,[CH3:0][NH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][CH2:8][O:9][c:10]2[cH:11][cH:12][c:13]([CH2:14][C@H:15]([NH:16][C:17](=[O:18])[c:19]3[c:20]([Cl:21])[cH:22][cH:23][cH:24][c:25]3[Cl:26])[C:27](=[O:28])[OH:29])[cH:30][c:31]2[CH3:32])[n:33]1,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2F)n1,[CH3:0][NH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][CH2:8][O:9][c:10]2[cH:11][cH:12][c:13]([CH2:14][C@H:15]([NH:16][C:17](=[O:18])[c:19]3[c:20]([Cl:21])[cH:22][cH:23][cH:24][c:25]3[Cl:26])[C:27](=[O:28])[OH:29])[cH:30][c:31]2[F:32])[n:33]1,"([], [('C1 alkane', 1, [(32,)])])","([('Arylfluoride', 1, [(32,)])], [])","[('C1 alkane', [(32,)])]","defaultdict(<class 'list'>, {'Arylfluoride ([F:32])': [(32, 31, 'target molecule')]})",0.34,-0.05,octanol/water distribution coefficient (logD at pH 7.4)
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2C)n1,[CH3:0][NH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][CH2:8][O:9][c:10]2[cH:11][cH:12][c:13]([CH2:14][C@H:15]([NH:16][C:17](=[O:18])[c:19]3[c:20]([Cl:21])[cH:22][cH:23][cH:24][c:25]3[Cl:26])[C:27](=[O:28])[OH:29])[cH:30][c:31]2[CH3:32])[n:33]1,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,[CH3:0][NH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][CH2:8][O:9][c:10]2[cH:11][cH:12][c:13]([CH2:14][C@H:15]([NH:16][C:17](=[O:18])[c:19]3[c:20]([Cl:21])[cH:22][cH:23][cH:24][c:25]3[Cl:26])[C:27](=[O:28])[OH:29])[cH:30][cH:31]2)[n:32]1,"([], [('C1 alkane', 1, [(32,)])])","([], [])","[('C1 alkane', [(32,)])]","defaultdict(<class 'list'>, {})",0.34,-0.15,octanol/water distribution coefficient (logD at pH 7.4)
CS(=O)(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,[CH3:0][S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([O:8][c:9]2[cH:10][cH:11][c:12]([C:13]#[C:14][C@:15]3([OH:16])[CH2:17][N:18]4[CH2:19][CH2:20][CH:21]3[CH2:22][CH2:23]4)[cH:24][cH:25]2)[cH:26][cH:27]1,CNS(=O)(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,[CH3:0][NH:1][S:2](=[O:3])(=[O:4])[c:5]1[cH:6][cH:7][c:8]([O:9][c:10]2[cH:11][cH:12][c:13]([C:14]#[C:15][C@:16]3([OH:17])[CH2:18][N:19]4[CH2:20][CH2:21][CH:22]3[CH2:23][CH2:24]4)[cH:25][cH:26]2)[cH:27][cH:28]1,"([('Sulfonyl', 1, [(1, 2, 3)])], [])","([('Sulfonamide', 1, [(2, 3, 4, 1)])], [])","[('Sulfonyl', [(1, 2, 3)])]","defaultdict(<class 'list'>, {'Sulfonamide ([NH:1][S:2](=[O:3])=[O:4])': [(2, 4, 'target molecule'), (1, 0, 'target molecule')]})",1.51,2.03,octanol/water distribution coefficient (logD at pH 7.4)
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,[CH3:0][c:1]1[cH:2][c:3]([NH:4][c:5]2[n:6][c:7]([NH:8][C@@H:9]([CH3:10])[c:11]3[cH:12][cH:13][c:14]([F:15])[cH:16][n:17]3)[c:18]([C:19]#[N:20])[n:21][c:22]2[CH3:23])[n:24][nH:25]1,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,[CH3:0][c:1]1[cH:2][c:3]([NH:4][c:5]2[n:6][c:7]([NH:8][C@@H:9]([CH3:10])[c:11]3[n:12][cH:13][c:14]([F:15])[cH:16][n:17]3)[c:18]([C:19]#[N:20])[n:21][c:22]2[CH3:23])[n:24][nH:25]1,"([('pyridine', 1, [(13, 12, 11, 17, 16, 14)])], [])","([('pyrimidine', 1, [(14, 13, 12, 11, 17, 16)])], [])","[('pyridine', [(13, 12, 11, 17, 16, 14)])]","defaultdict(<class 'list'>, {'pyrimidine ([c:11]1[n:12][cH:13][c:14][cH:16][n:17]1)': [(14, 15, 'target molecule'), (11, 9, 'target molecule')]})",2.61,1.92,octanol/water distribution coefficient (logD at pH 7.4)
