target_smiles,target_mapped_smiles,ref_smiles,ref_mapped_smiles,target_diff,ref_diff,disconnect_list,connect_dict,target_label,ref_label,property_name
CCCCCCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH:9]([CH3:10])[OH:11],CCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH:5]([CH3:6])[OH:7],"([], [('C4 alkane', 1, [(0, 1, 2, 3)])])","([], [])","[('C4 alkane', [(0, 1, 2, 3)])]","defaultdict(<class 'list'>, {})",-2.94,-1.55,log-scale water solubility in mols per litre
CCCCCCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH:9]([CH3:10])[OH:11],CCCCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH:7]([CH3:8])[OH:9],"([], [('C2 alkane', 1, [(0, 1)])])","([], [])","[('C2 alkane', [(0, 1)])]","defaultdict(<class 'list'>, {})",-2.94,-2.74,log-scale water solubility in mols per litre
CCCCCCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH:9]([CH3:10])[OH:11],CCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH:4]([CH3:5])[OH:6],"([], [('C5 alkane', 1, [(0, 1, 2, 3, 4)])])","([], [])","[('C5 alkane', [(0, 1, 2, 3, 4)])]","defaultdict(<class 'list'>, {})",-2.94,-0.89,log-scale water solubility in mols per litre
CCCCCCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH:9]([CH3:10])[OH:11],CCCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]([CH3:7])[OH:8],"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])","[('C3 alkane', [(0, 1, 2)])]","defaultdict(<class 'list'>, {})",-2.94,-2.09,log-scale water solubility in mols per litre
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,[Cl:0][c:1]1[cH:2][cH:3][c:4](-[c:5]2[c:6]([Cl:7])[cH:8][cH:9][c:10]([Cl:11])[c:12]2[Cl:13])[c:14]([Cl:15])[cH:16]1,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,[Cl:0][c:1]1[cH:2][cH:3][c:4](-[c:5]2[c:6]([Cl:7])[c:8]([Cl:9])[c:10]([Cl:11])[c:12]([Cl:13])[c:14]2[Cl:15])[c:16]([Cl:17])[cH:18]1,"([], [])","([('Arylchloride', 2, [(11,), (13,)])], [])",[],"defaultdict(<class 'list'>, {'Arylchloride ([Cl:13])': [(13, 8, 'target molecule')], 'Arylchloride ([Cl:11])': [(11, 9, 'target molecule')]})",-7.43,-7.92,log-scale water solubility in mols per litre
CCOP(=S)(OCC)SCSCC,[CH3:0][CH2:1][O:2][P:3](=[S:4])([O:5][CH2:6][CH3:7])[S:8][CH2:9][S:10][CH2:11][CH3:12],CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,[CH3:0][CH2:1][O:2][P:3](=[S:4])([O:5][CH2:6][CH3:7])[S:8][CH2:9][S:10][P:11](=[S:12])([O:13][CH2:14][CH3:15])[O:16][CH2:17][CH3:18],"([('Thioether', 1, [(10,)])], [('C2 alkane', 1, [(11, 12)])])","([('oxy', 2, [(13,), (16,)]), ('Sulfenic derivative', 1, [(10, 11)]), ('Phosphoric acid derivative', 1, [(11, 12, 10, 13, 16)])], [('C2 alkane', 2, [(14, 15), (17, 18)])])","[('Thioether', [(10,)]), ('C2 alkane', [(11, 12)])]","defaultdict(<class 'list'>, {'Sulfenic derivative ([S:10][P:11])': [(10, 9, 'target molecule'), (11, 12, 'Phosphoric acid derivative ([S:10][P:11](=[S:12])([O:13])[O:16])'), (11, 13, 'Phosphoric acid derivative ([S:10][P:11](=[S:12])([O:13])[O:16])'), (11, 16, 'Phosphoric acid derivative ([S:10][P:11](=[S:12])([O:13])[O:16])')], 'Phosphoric acid derivative ([S:10][P:11](=[S:12])([O:13])[O:16])': [(13, 14, 'C2 alkane ([CH2:14][CH3:15])'), (16, 17, 'C2 alkane ([CH2:17][CH3:18])')]})",-4.11,-5.54,log-scale water solubility in mols per litre
CCOc1ccc(NC(C)=O)cc1,[CH3:0][CH2:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][C:8]([CH3:9])=[O:10])[cH:11][cH:12]1,CCOc1ccc(NC(N)=O)cc1,[CH3:0][CH2:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][C:8]([NH2:9])=[O:10])[cH:11][cH:12]1,"([('Amide', 1, [(8, 10, 7)])], [('C1 alkane', 1, [(9,)])])","([('Urea', 1, [(7, 8, 10, 9)])], [])","[('Amide', [(8, 10, 7)]), ('C1 alkane', [(9,)])]","defaultdict(<class 'list'>, {'Urea ([NH:7][C:8]([NH2:9])=[O:10])': [(7, 6, 'target molecule')]})",-2.35,-2.17,log-scale water solubility in mols per litre
CCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7],CCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][OH:6],"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",-1.81,-1.24,log-scale water solubility in mols per litre
CCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7],CCCCCCCCCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][OH:16],"([], [])","([], [('C9 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8)])])",[],"defaultdict(<class 'list'>, {'C9 alkane ([CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8])': [(8, 0, 'target molecule')]})",-1.81,-7.0,log-scale water solubility in mols per litre
CCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7],CCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][OH:8],"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 0, 'target molecule')]})",-1.81,-2.39,log-scale water solubility in mols per litre
CCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7],CCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][OH:5],"([], [('C2 alkane', 1, [(0, 1)])])","([], [])","[('C2 alkane', [(0, 1)])]","defaultdict(<class 'list'>, {})",-1.81,-0.6,log-scale water solubility in mols per litre
CCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7],CCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][OH:4],"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])","[('C3 alkane', [(0, 1, 2)])]","defaultdict(<class 'list'>, {})",-1.81,0.0,log-scale water solubility in mols per litre
CCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7],CCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][OH:9],"([], [])","([], [('C2 alkane', 1, [(0, 1)])])",[],"defaultdict(<class 'list'>, {'C2 alkane ([CH3:0][CH2:1])': [(1, 0, 'target molecule')]})",-1.81,-3.01,log-scale water solubility in mols per litre
CCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7],CCCCCCCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][OH:14],"([], [])","([], [('C7 alkane', 1, [(0, 1, 2, 3, 4, 5, 6)])])",[],"defaultdict(<class 'list'>, {'C7 alkane ([CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6])': [(6, 0, 'target molecule')]})",-1.81,-5.84,log-scale water solubility in mols per litre
CCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7],CCCCCCCCCCCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][OH:18],"([], [])","([], [('C11 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10)])])",[],"defaultdict(<class 'list'>, {'C11 alkane ([CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10])': [(10, 0, 'target molecule')]})",-1.81,-8.4,log-scale water solubility in mols per litre
CCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7],CCCCCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][OH:12],"([], [])","([], [('C5 alkane', 1, [(0, 1, 2, 3, 4)])])",[],"defaultdict(<class 'list'>, {'C5 alkane ([CH3:0][CH2:1][CH2:2][CH2:3][CH2:4])': [(4, 0, 'target molecule')]})",-1.81,-4.8,log-scale water solubility in mols per litre
CCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7],CCCCCCCCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][OH:15],"([], [])","([], [('C8 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7)])])",[],"defaultdict(<class 'list'>, {'C8 alkane ([CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7])': [(7, 0, 'target molecule')]})",-1.81,-6.35,log-scale water solubility in mols per litre
CCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7],CCCCCCCCCCO,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][OH:10],"([], [])","([], [('C3 alkane', 1, [(0, 1, 2)])])",[],"defaultdict(<class 'list'>, {'C3 alkane ([CH3:0][CH2:1][CH2:2])': [(2, 0, 'target molecule')]})",-1.81,-3.63,log-scale water solubility in mols per litre
CCCCCCCC(=O)OC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7](=[O:8])[O:9][CH3:10],CCCCCC(=O)OC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[O:7][CH3:8],"([], [('C2 alkane', 1, [(0, 1)])])","([], [])","[('C2 alkane', [(0, 1)])]","defaultdict(<class 'list'>, {})",-3.17,-1.87,log-scale water solubility in mols per litre
CCCCCCCC(=O)OC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7](=[O:8])[O:9][CH3:10],CCCCCCCCCC(=O)OC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][C:9](=[O:10])[O:11][CH3:12],"([], [])","([], [('C2 alkane', 1, [(0, 1)])])",[],"defaultdict(<class 'list'>, {'C2 alkane ([CH3:0][CH2:1])': [(1, 0, 'target molecule')]})",-3.17,-4.69,log-scale water solubility in mols per litre
CCCCCCCC(=O)OC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7](=[O:8])[O:9][CH3:10],CCCCC(=O)OC,[CH3:0][CH2:1][CH2:2][CH2:3][C:4](=[O:5])[O:6][CH3:7],"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])","[('C3 alkane', [(0, 1, 2)])]","defaultdict(<class 'list'>, {})",-3.17,-1.34,log-scale water solubility in mols per litre
CCCCCCCC(=O)OC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7](=[O:8])[O:9][CH3:10],CCCCCCCCCCCC(=O)OC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][C:11](=[O:12])[O:13][CH3:14],"([], [])","([], [('C4 alkane', 1, [(0, 1, 2, 3)])])",[],"defaultdict(<class 'list'>, {'C4 alkane ([CH3:0][CH2:1][CH2:2][CH2:3])': [(3, 0, 'target molecule')]})",-3.17,-4.69,log-scale water solubility in mols per litre
CCCCCCCC(=O)OC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7](=[O:8])[O:9][CH3:10],CCCCCCCCC(=O)OC,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][C:8](=[O:9])[O:10][CH3:11],"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 0, 'target molecule')]})",-3.17,-3.38,log-scale water solubility in mols per litre
CCc1ccc(CC)cc1,[CH3:0][CH2:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][CH3:7])[cH:8][cH:9]1,CCc1ccc(C)cc1,[CH3:0][CH2:1][c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1,"([], [('C1 alkane', 1, [(7,)])])","([], [])","[('C1 alkane', [(7,)])]","defaultdict(<class 'list'>, {})",-3.75,-3.11,log-scale water solubility in mols per litre
CCCCC=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH:4]=[O:5],CCCCCC=O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH:5]=[O:6],"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 0, 'target molecule')]})",-0.85,-1.3,log-scale water solubility in mols per litre
CCCCCCCI,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][I:7],CCCCI,[CH3:0][CH2:1][CH2:2][CH2:3][I:4],"([], [('C3 alkane', 1, [(0, 1, 2)])])","([], [])","[('C3 alkane', [(0, 1, 2)])]","defaultdict(<class 'list'>, {})",-4.81,-2.96,log-scale water solubility in mols per litre
O=C1NC(=O)C2(CCC2)C(=O)N1,[O:0]=[C:1]1[NH:2][C:3](=[O:4])[C:5]2([CH2:6][CH2:7][CH2:8]2)[C:9](=[O:10])[NH:11]1,O=C1NC(=O)C2(CC2)C(=O)N1,[O:0]=[C:1]1[NH:2][C:3](=[O:4])[C:5]2([CH2:6][CH2:7]2)[C:8](=[O:9])[NH:10]1,"([], [('C1 alkane', 1, [(8,)])])","([], [])","[('C1 alkane', [(8,)])]","defaultdict(<class 'list'>, {})",-1.655,-1.886,log-scale water solubility in mols per litre
O=C1NC(=O)C2(CCC2)C(=O)N1,[O:0]=[C:1]1[NH:2][C:3](=[O:4])[C:5]2([CH2:6][CH2:7][CH2:8]2)[C:9](=[O:10])[NH:11]1,O=C1NC(=O)C2(CCCCC2)C(=O)N1,[O:0]=[C:1]1[NH:2][C:3](=[O:4])[C:5]2([CH2:6][CH2:7][CH2:8][CH2:9][CH2:10]2)[C:11](=[O:12])[NH:13]1,"([], [])","([], [('C2 alkane', 1, [(9, 10)])])",[],"defaultdict(<class 'list'>, {'C2 alkane ([CH2:9][CH2:10])': [(9, 6, 'target molecule'), (10, 5, 'target molecule')]})",-1.655,-3.06,log-scale water solubility in mols per litre
O=C1NC(=O)C2(CCC2)C(=O)N1,[O:0]=[C:1]1[NH:2][C:3](=[O:4])[C:5]2([CH2:6][CH2:7][CH2:8]2)[C:9](=[O:10])[NH:11]1,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,[O:0]=[C:1]1[NH:2][C:3](=[O:4])[C:5]2([CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]2)[C:12](=[O:13])[NH:14]1,"([], [])","([], [('C3 alkane', 1, [(9, 10, 11)])])",[],"defaultdict(<class 'list'>, {'C3 alkane ([CH2:9][CH2:10][CH2:11])': [(9, 6, 'target molecule'), (11, 5, 'target molecule')]})",-1.655,-3.168,log-scale water solubility in mols per litre
O=C1NC(=O)C2(CCC2)C(=O)N1,[O:0]=[C:1]1[NH:2][C:3](=[O:4])[C:5]2([CH2:6][CH2:7][CH2:8]2)[C:9](=[O:10])[NH:11]1,O=C1NC(=O)C2(CCCC2)C(=O)N1,[O:0]=[C:1]1[NH:2][C:3](=[O:4])[C:5]2([CH2:6][CH2:7][CH2:8][CH2:9]2)[C:10](=[O:11])[NH:12]1,"([], [])","([], [('C1 alkane', 1, [(9,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH2:9])': [(9, 6, 'target molecule'), (9, 5, 'target molecule')]})",-1.655,-2.349,log-scale water solubility in mols per litre
O=C1NC(=O)C2(CCC2)C(=O)N1,[O:0]=[C:1]1[NH:2][C:3](=[O:4])[C:5]2([CH2:6][CH2:7][CH2:8]2)[C:9](=[O:10])[NH:11]1,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,[O:0]=[C:1]1[NH:2][C:3](=[O:4])[C:5]2([CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12]2)[C:13](=[O:14])[NH:15]1,"([], [])","([], [('C4 alkane', 1, [(9, 10, 11, 12)])])",[],"defaultdict(<class 'list'>, {'C4 alkane ([CH2:9][CH2:10][CH2:11][CH2:12])': [(9, 6, 'target molecule'), (12, 5, 'target molecule')]})",-1.655,-2.982,log-scale water solubility in mols per litre
CCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH:5]([CH3:6])[OH:7],CCCCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH:7]([CH3:8])[OH:9],"([], [])","([], [('C2 alkane', 1, [(0, 1)])])",[],"defaultdict(<class 'list'>, {'C2 alkane ([CH3:0][CH2:1])': [(1, 0, 'target molecule')]})",-1.55,-2.74,log-scale water solubility in mols per litre
CCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH:5]([CH3:6])[OH:7],CCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH:4]([CH3:5])[OH:6],"([], [('C1 alkane', 1, [(0,)])])","([], [])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",-1.55,-0.89,log-scale water solubility in mols per litre
CCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH:5]([CH3:6])[OH:7],CCCCCCC(C)O,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]([CH3:7])[OH:8],"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 0, 'target molecule')]})",-1.55,-2.09,log-scale water solubility in mols per litre
C#CCCCCCC,[CH:0]#[C:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7],C#CCCCC,[CH:0]#[C:1][CH2:2][CH2:3][CH2:4][CH3:5],"([], [('C2 alkane', 1, [(6, 7)])])","([], [])","[('C2 alkane', [(6, 7)])]","defaultdict(<class 'list'>, {})",-3.66,-2.36,log-scale water solubility in mols per litre
C#CCCCCCC,[CH:0]#[C:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7],C#CCCCCCCC,[CH:0]#[C:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8],"([], [])","([], [('C1 alkane', 1, [(8,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:8])': [(8, 7, 'target molecule')]})",-3.66,-4.24,log-scale water solubility in mols per litre
C#CCCCCCC,[CH:0]#[C:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7],C#CCCCCC,[CH:0]#[C:1][CH2:2][CH2:3][CH2:4][CH2:5][CH3:6],"([], [('C1 alkane', 1, [(7,)])])","([], [])","[('C1 alkane', [(7,)])]","defaultdict(<class 'list'>, {})",-3.66,-3.01,log-scale water solubility in mols per litre
