target_smiles,ref_smiles,target_diff,ref_diff
[NH3+][C@@H](Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)C(=O)[O-],[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],"([('Aryliodide', 1, [(16,)])], [])","([('Phenol', 1, [(13,)])], [])"
[NH3+][C@H](Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)C(=O)[O-],[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],"([('Aryliodide', 1, [(16,)])], [])","([('Phenol', 1, [(13,)])], [])"
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,"([('thiophene', 1, [(14, 15, 16, 17, 18)])], [])","([('Arylchloride', 1, [(0,)]), ('Benzene', 1, [(1, 2, 3, 4, 22, 24)])], [])"
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,"([('thiophene', 1, [(14, 15, 16, 17, 18)])], [])","([('Benzene', 1, [(1, 2, 3, 4, 22, 23)])], [])"
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,"([('Arylchloride', 1, [(23,)])], [])","([], [])"
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,C[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,"([], [('C3 alkane', 1, [(20, 21, 22)])])","([], [])"
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,"([('Ketone', 1, [(1, 0)])], [])","([('Alkene', 1, [(0, 1)])], [])"
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,C=CC[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,"([], [('C3 alkane', 1, [(20, 21, 22)])])","([('Alkene', 1, [(0, 1)])], [])"
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,"([('Amine', 1, [(0,)])], [])","([], [])"
Oc1c(Cl)cc(Cl)c2cccnc12,Oc1c(I)cc(Cl)c2cccnc12,"([('Arylchloride', 1, [(3,)])], [])","([('Aryliodide', 1, [(3,)])], [])"
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,"([('Arylchloride', 1, [(17,)])], [])","([], [])"
O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,"([('Sulfonic acid', 1, [(13, 14, 15, 16)])], [])","([], [])"
O=C([O-])COCC[NH+]1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,OCCOCC[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([('Hydroxy', 1, [(0,)])], [('C1 alkane', 1, [(1,)])])"
O=C([O-])COCC[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCCOCC[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,"([('Carboxylic acid', 1, [(1, 0, 2)])], [])","([('Hydroxy', 1, [(0,)])], [('C1 alkane', 1, [(1,)])])"
OC(CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CCCC1,"([('pyrrolidine', 1, [(6, 7, 8, 4, 5)])], [('C1 alkane', 1, [(16,)])])","([('piperidine', 1, [(7, 6, 5, 4, 9, 8)])], [])"
OC(CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CCCCC1,"([('pyrrolidine', 1, [(6, 7, 8, 4, 5)])], [])","([('piperidine', 1, [(7, 6, 5, 4, 9, 8)])], [])"
OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CCCC1,OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CCCCC1,"([], [])","([], [('C1 alkane', 1, [(21,)])])"
N#CC(CC[NH+]1CCC(C(=O)[O-])(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,CCOC(=O)C1(c2ccccc2)CC[NH+](CCC(C#N)(c2ccccc2)c2ccccc2)CC1,"([('Carboxylic acid', 1, [(9, 10, 11)])], [])","([('Carboxylic ester', 1, [(3, 4, 2)])], [('C2 alkane', 1, [(0, 1)])])"
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,"([('Trifluoromethyl', 1, [(21, 20, 22, 23)])], [])","([], [('C3 alkane', 1, [(20, 21, 22)])])"
NC(=[NH2+])NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,"([], [])","([('Ammonium', 1, [(33,)])], [])"
NC(=[NH2+])NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCCC[NH3+])C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,"([('Guanidine', 1, [(0, 1, 2, 3)])], [])","([('Ammonium', 2, [(33,), (54,)])], [('C1 alkane', 1, [(53,)])])"
NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]([NH3+])CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,"([('Guanidine', 1, [(55, 54, 53, 56)]), ('Benzene', 1, [(11, 12, 13, 14, 15, 16)])], [])","([], [('C2 alkane', 1, [(0, 1)]), ('C1 alkane', 2, [(3,), (41,)])])"
NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,"([('Amide', 1, [(1, 2, 0)]), ('Guanidine', 1, [(55, 54, 53, 56)]), ('Benzene', 1, [(11, 12, 13, 14, 15, 16)])], [])","([('Hydroxy', 1, [(63,)])], [('C2 alkane', 1, [(0, 1)]), ('C1 alkane', 2, [(3,), (40,)])])"
NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCCC[NH3+])C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]([NH3+])CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,"([('Ammonium', 1, [(54,)]), ('Benzene', 1, [(11, 12, 13, 14, 15, 16)])], [])","([], [('C1 alkane', 3, [(3,), (40,), (41,)])])"
NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCCC[NH3+])C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,"([('Ammonium', 1, [(54,)]), ('Amide', 1, [(1, 2, 0)]), ('Benzene', 1, [(11, 12, 13, 14, 15, 16)])], [])","([('Hydroxy', 1, [(63,)])], [('C1 alkane', 3, [(3,), (40,), (41,)])])"
[NH3+]CCCC[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],C[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],"([('Ammonium', 1, [(0,)])], [('C3 alkane', 1, [(1, 2, 3)])])","([], [])"
Clc1ccc2c(c1)C(N1CC[NH2+]CC1)=[NH+]c1ccccc1O2,C[NH+]1CCN(C2=[NH+]c3ccccc3Oc3ccc(Cl)cc32)CC1,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,"([('Trifluoromethyl', 1, [(23, 22, 24, 25)])], [])","([('Arylchloride', 1, [(22,)])], [])"
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,"([('Hydroxy', 1, [(0,)])], [('C1 alkane', 1, [(1,)])])","([], [])"
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,"([('Hydroxy', 1, [(0,)])], [('C1 alkane', 1, [(1,)])])","([], [])"
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CC(=O)c1ccc2c(c1)N(CCCN1CC[NH+](CCO)CC1)c1ccccc1S2,"([('Arylchloride', 1, [(22,)])], [])","([('Ketone', 1, [(1, 2)])], [('C1 alkane', 1, [(0,)])])"
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,"([('Hydroxy', 1, [(15,)])], [('C1 alkane', 1, [(14,)])])","([('Phosphoric monoester', 1, [(16, 17, 18, 19, 15, 14)])], [])"
C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,"([('piperidine', 1, [(30, 3, 2, 1, 42, 31)])], [])","([('Alkene', 1, [(30, 31)]), ('Ammonium', 1, [(1,)])], [('C2 alkane', 1, [(2, 3)]), ('C1 alkane', 1, [(42,)])])"
C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CCC(C)(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4[NH+](C)C3)(C(C)C)C(=O)N12,"([('Benzene', 1, [(21, 22, 23, 24, 25, 26)])], [])","([], [('C2 alkane', 1, [(0, 1)]), ('C1 alkane', 4, [(3,), (4,), (38,), (39,)])])"
COc1ccc2c(c1)N(C[C@H](C)C[NH+](C)C)c1ccccc1S2,CC(CN1c2ccccc2Sc2ccccc21)C[NH+](C)C,"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [])"
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,"([('Hydroxy', 1, [(29,)])], [])","([], [])"
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,"([('Alkene', 1, [(0, 1)]), ('Hydroxy', 1, [(39,)])], [])","([('Chloride', 1, [(38,)])], [('C1 alkane', 1, [(0,)])])"
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"([('furan', 1, [(28, 29, 30, 31, 27)])], [])","([], [('C2 alkane', 1, [(0, 1)])])"
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"([('Phosphoric monoester', 1, [(28, 29, 30, 31, 27, 26)])], [])","([('Carboxylic ester', 1, [(1, 2, 3)])], [('C1 alkane', 2, [(0,), (4,)])])"
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,"([], [('C1 alkane', 1, [(20,)])])","([('thiophene', 1, [(21, 22, 23, 24, 20)])], [])"
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3C[C@@H]12,"([('Hydroxy', 1, [(31,)])], [])","([], [])"
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,C=C1c2cccc([O-])c2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@H]12,"([('Hydroxy', 1, [(28,)])], [('C2 alkane', 1, [(26, 27)])])","([('Alkene', 1, [(0, 1)])], [])"
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,"([('Fluoride', 1, [(10,)])], [])","([], [])"
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,"([], [('C4 alkane', 1, [(0, 1, 2, 3)]), ('C1 alkane', 2, [(14,), (15,)])])","([], [('C4 alkane', 1, [(10, 11, 12, 13)])])"
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,"([('Fluoride', 1, [(10,)])], [])","([], [])"
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,"([], [('C1 alkane', 1, [(0,)])])","([], [('C2 alkane', 1, [(0, 1)])])"
C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,"([('Fluoride', 1, [(9,)])], [])","([], [('C1 alkane', 1, [(0,)])])"
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,"([('Phenol', 1, [(13,)])], [])","([('Ether', 1, [(13,)])], [('C1 alkane', 1, [(14,)])])"
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,"([('Phenol', 1, [(13,)])], [])","([('Ether', 1, [(13,)])], [('C5 alkane', 1, [(14, 15, 16, 17, 18)])])"
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,"([], [])","([], [('C4 alkane', 1, [(15, 16, 17, 18)])])"
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)[O-])cc4CC[C@H]3[C@@H]1CCC2=O,"([('Phenol', 1, [(9,)])], [])","([('Sulfuric monoester', 1, [(10, 11, 12, 13, 9, 8)])], [])"
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"([('Hydroxy', 1, [(20,)])], [])","([('Ketone', 1, [(1, 2)])], [('C1 alkane', 1, [(0,)])])"
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,"([('Benzene', 1, [(24, 25, 26, 27, 28, 29)])], [])","([], [('C7 alkane', 1, [(0, 1, 2, 3, 4, 5, 6)])])"
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,"([], [])","([], [('C1 alkane', 1, [(22,)])])"
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,"([('Carboxylic acid', 1, [(30, 31, 32)])], [])","([], [('C5 alkane', 1, [(30, 31, 32, 33, 34)])])"
